time,event,station_id,ch_op_id,vid,op_id,veh_type,current_soc,socket_id,socket_power,initial_soc,transferred_power,connection_duration
3600,detach,1,op_0,1,0,default_vehtype,0.911,1,7.5,0.856,2.7499999999999414,1320
3600,detach,1,op_0,3,0,default_vehtype,0.867,2,7.5,0.822,2.249999999999952,1080
3600,detach,1,op_0,2,0,default_vehtype,0.841,0,7.5,0.771,3.4999999999999254,1680
7498.335037426076,detach,0,op_0,2,0,default_vehtype,1.0,0,15,0.84,7.993062655941985,1918.3350374260763
