sim_time,reservation_time_trigger,user_requests,request_batch
0,0.0,0.0,0.02506
60,0.0,0.04687,0.19361
120,0.0,0.06543,0.15379
180,0.0,0.06016,0.27706
240,0.0,0.02285,0.17949
300,0.0,0.02771,0.03924
360,0.0,0.046810000000000004,0.27091
420,0.0,0.01392,0.07649
480,0.0,0.0,0.03827
540,0.0,0.03462,0.24614
600,0.0,0.07774,0.09935
660,0.0,0.06679,0.22234
720,0.0,0.0,0.01395
780,0.0,0.01811,0.0721
840,0.0,0.0053,0.04066
900,0.0,0.01007,0.03408
960,0.0,0.00913,0.01013
1020,0.0,0.01223,0.0392
1080,0.0,0.05755,0.2013
1140,0.0,0.01145,0.07524
1200,0.0,0.03803,0.06886
1260,0.0,0.02113,0.07111
1320,0.0,0.060050000000000006,0.19737
1380,0.0,0.0294,0.07645
1440,0.0,0.04621,0.10607
1500,0.0,0.02258,0.06524
1560,0.0,0.035679999999999996,0.06254
1620,0.0,0.040510000000000004,0.08403
1680,0.0,0.025079999999999998,0.07438
1740,0.0,0.03655,0.11086
1800,0.0,0.039220000000000005,0.06342
1860,0.0,0.02753,0.01186
1920,0.0,0.03569,0.06685
1980,0.0,0.01603,0.04223
2040,0.0,0.028770000000000004,0.0662
2100,0.0,0.0,0.01221
2160,0.0,0.01567,0.0435
2220,0.0,0.01728,0.02854
2280,0.0,0.04282,0.08226
2340,0.0,0.06275,0.11807
2400,0.0,0.043429999999999996,0.07269
2460,0.0,0.0,0.01268
2520,0.0,0.08771999999999999,0.07407
2580,0.0,0.0,0.01955
2640,0.0,0.01177,0.03325
2700,0.0,0.0311,0.06929
2760,0.0,0.048130000000000006,0.09904
2820,0.0,0.0,0.03429
2880,0.0,0.0,0.02461
2940,0.0,0.04389,0.08172
3000,0.0,0.01501,0.03806
3060,0.0,0.06373000000000001,0.06592
3120,0.0,0.0205,0.04815
3180,0.0,0.03419,0.11934
3240,0.0,0.020659999999999998,0.07532
3300,0.0,0.0,0.02117
3360,0.0,0.0406,0.05327
3420,0.0,0.01144,0.05311
3480,0.0,0.041319999999999996,0.07775
3540,0.0,0.03473,0.15733
3600,0.0,0.0,0.03243
3660,0.0,0.04613,0.07169
3720,0.0,0.01906,0.04497
3780,0.0,0.02006,0.06262
3840,0.0,0.024349999999999997,0.05383
3900,0.0,0.01247,0.05622
3960,0.0,0.0,0.01829
4020,0.0,0.01554,0.03102
4080,0.0,0.00654,0.03159
4140,0.0,0.01619,0.04337
4200,0.0,0.02611,0.05682
4260,0.0,0.02577,0.04239
4320,0.0,0.01759,0.03461
4380,0.0,0.0,0.01832
4440,0.0,0.02572,0.04721
4500,0.0,0.0,0.01477
4560,0.0,0.0,0.01411
4620,0.0,0.048670000000000005,0.05068
4680,0.0,0.04335,0.0829
4740,0.0,0.01803,0.04441
4800,0.0,0.01697,0.05667
4860,0.0,0.01381,0.03179
4920,0.0,0.00965,0.0301
4980,0.0,0.02162,0.0301
5040,0.0,0.03105,0.05004
5100,0.0,0.03658,0.06976
5160,0.0,0.02491,0.05028
5220,0.0,0.01514,0.03699
5280,0.0,0.01924,0.04781
5340,0.0,0.01836,0.03693
5400,0.0,0.01548,0.04411
5460,0.0,0.031219999999999998,0.0474
5520,0.0,0.0105,0.03391
5580,0.0,0.02637,0.04528
5640,0.0,0.02003,0.03743
5700,0.0,0.01507,0.02971
5760,0.0,0.09093000000000001,0.09944
5820,0.0,0.0,0.01522
5880,0.0,0.030850000000000002,0.04743
5940,0.0,0.01708,0.01861
6000,0.0,0.0,0.02112
6060,0.0,0.01924,0.0329
6120,0.0,0.0,0.01591
6180,0.0,0.02487,0.04238
6240,0.0,0.05249,0.0678
6300,0.0,0.0,0.02814
6360,0.0,0.00789,0.0331
6420,0.0,0.05307,0.08313
6480,0.0,0.02685,0.05607
6540,0.0,0.0397,0.05537
6600,0.0,0.01891,0.04127
6660,0.0,0.01115,0.03346
6720,0.0,0.03043,0.05602
6780,0.0,0.01469,0.02435
6840,0.0,0.02159,0.03449
6900,0.0,0.0,0.02074
6960,0.0,0.03659,0.03156
7020,0.0,0.02835,0.03473
7080,0.0,0.0,0.01702
7140,0.0,0.029769999999999998,0.05305
