request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
24,UserDecisionRequest,1,1680,1680,2969;-1;-1,2977;-1;-1,,,,,256.65680684883455,2203.346162362212,0:t_wait:130.60686149103276;t_drive:286.65680684883455;fare:220;willing:True|1:t_wait:176.08738061285248;t_drive:286.65680684883455;fare:220;willing:True,,,0,3,1810.606861491032,2097.263668339866,220,0
25,UserDecisionRequest,1,1680,1680,2990;-1;-1,2982;-1;-1,,,,,224.7451087756582,1872.8759064638184,0:t_wait:258.85949025943455;t_drive:254.74510877565808;fare:187;willing:True|1:t_wait:216.96869144371544;t_drive:254.7451087756583;fare:187;willing:True,,,1,4,1896.9686914437157,2151.7138002193738,187,0
26,UserDecisionRequest,1,2040,2040,2991;-1;-1,2993;-1;-1,,,,,56.75290494872581,788.2347909545251,0:t_wait:46.3626871904562;t_drive:86.7529049487257;fare:100;willing:True|1:t_wait:175.7305866341717;t_drive:86.7529049487257;fare:100;willing:True,,,0,4,2135.135391190456,2221.8882961391823,100,0
27,UserDecisionRequest,1,2040,2040,2969;-1;-1,2993;-1;-1,,,,,75.16881497004519,1044.011319028405,0:t_wait:46.719481169137;t_drive:135.16881497004488;fare:104;willing:True|1:t_wait:176.08738061285248;t_drive:105.16881497004533;fare:104;willing:True,,,0,4,2086.7194811691365,2221.8882961391823,104,0
28,UserDecisionRequest,1,2100,2100,2973;-1;-1,2981;-1;-1,,,,,178.24268845651838,1853.8591110857842,0:t_wait:34.44352830090247;t_drive:208.2426884565184;fare:185;willing:True|1:t_wait:166.9536687924483;t_drive:208.2426884565184;fare:185;willing:True,,,0,0,2134.4435283009025,2342.6862167574222,185,0
29,UserDecisionRequest,1,2160,2160,2981;-1;-1,2976;-1;-1,,,,,135.07555748348486,1148.616045695707,0:t_wait:31.55259956779628;t_drive:165.07555748348477;fare:114;willing:True|1:t_wait:31.55259956779628;t_drive:165.07555748348477;fare:114;willing:True,,,1,0,2191.5525995677963,2356.6281570512815,114,0
30,UserDecisionRequest,1,2280,2280,2986;-1;-1,2984;-1;-1,,,,,83.35824565445503,777.242669599201,0:t_wait:111.94455948550967;t_drive:113.358245654455;fare:100;willing:True|1:t_wait:111.94455948550967;t_drive:113.358245654455;fare:100;willing:True,,,1,1,2391.9445594855088,2505.3028051399633,100,0
32,UserDecisionRequest,1,2400,2400,2981;-1;-1,2969;-1;-1,,,,,173.93680390219876,2279.3367272297323,0:t_wait:0;t_drive:203.9368039021988;fare:227;willing:True|1:t_wait:83.15932049128014;t_drive:203.9368039021988;fare:227;willing:True,,,0,0,2400,2603.936803902199,227,0
31,UserDecisionRequest,1,2340,2340,2989;-1;-1,2978;-1;-1,,,,,246.70419219894586,2555.4246683245487,0:t_wait:193.31525508792765;t_drive:276.70419219894575;fare:255;willing:True|1:t_wait:225.4300255279686;t_drive:276.70419219894575;fare:255;willing:True,,,0,4,2533.3152550879277,2810.0194472868748,255,0
34,UserDecisionRequest,1,2520,2520,2990;-1;-1,2970;-1;-1,,,,,11.053039959097989,92.10866632581656,0:t_wait:216.96869144371522;t_drive:41.05303995909799;fare:100;willing:True|1:t_wait:216.92598969631308;t_drive:41.05303995909799;fare:100;willing:True,,,1,1,2736.9259896963117,2777.97902965541,100,0
37,UserDecisionRequest,1,2760,2760,2970;-1;-1,2972;-1;-1,,,,,108.45391655041928,956.9275289670157,0:t_wait:64.98576269216028;t_drive:138.4539165504193;fare:100;willing:True|1:t_wait:17.979029655409704;t_drive:138.4539165504193;fare:100;willing:True,,,1,1,2777.97902965541,2916.4329462058304,100,0
35,UserDecisionRequest,1,2580,2580,2990;-1;-1,2988;-1;-1,,,,,136.17123910667578,1181.7688504120974,0:t_wait:216.96869144371522;t_drive:166.17123910667578;fare:118;willing:True|1:t_wait:156.92598969631308;t_drive:196.17123910667578;fare:118;willing:True,,,1,1,2736.9259896963117,2949.0956973744173,118,0
33,UserDecisionRequest,1,2460,2460,2992;-1;-1,2986;-1;-1,,,,,282.5871709173432,3048.067151629767,0:t_wait:228.21491131919993;t_drive:312.5871709173434;fare:304;willing:True|1:t_wait:259.45692662928377;t_drive:312.5871709173434;fare:304;willing:True,,,0,0,2688.2149113192004,3000.8020822365434,304,0
36,UserDecisionRequest,1,2700,2700,2972;-1;-1,2985;-1;-1,,,,,147.11132383387394,1272.6774024545982,0:t_wait:212.52741592011716;t_drive:177.11132383387394;fare:127;willing:True|1:t_wait:216.432946205829;t_drive:212.75813983387388;fare:127;willing:True,,,0,3,2912.527415920117,3089.63873975399,127,0
41,UserDecisionRequest,1,3000,3000,2977;-1;-1,2982;-1;-1,,,,,83.40450190054383,577.1723729807225,0:t_wait:91.50228744905871;t_drive:113.40450190054389;fare:100;willing:True|1:t_wait:30.15802126754852;t_drive:113.40450190054389;fare:100;willing:True,,,1,0,3030.158021267548,3143.562523168093,100,0
42,UserDecisionRequest,1,3060,3060,2986;-1;-1,2970;-1;-1,,,,,208.5752713127597,2037.3895405612639,0:t_wait:0;t_drive:238.57527131275947;fare:203;willing:True|1:t_wait:145.97291472782308;t_drive:238.57527131275947;fare:203;willing:True,,,0,0,3060,3298.5752713127613,203,0
40,UserDecisionRequest,1,2940,2940,2990;-1;-1,2981;-1;-1,,,,,207.20330926693822,2611.7286438911515,0:t_wait:224.8661605739444;t_drive:237.20330926693805;fare:261;willing:True|1:t_wait:152.96618169631301;t_drive:237.20330926693805;fare:261;willing:True,,,1,1,3092.966181696314,3330.1694909632533,261,0
38,UserDecisionRequest,1,2880,2880,2993;-1;-1,2972;-1;-1,,,,,192.06001237033513,2183.785505143543,0:t_wait:232.4834915828974;t_drive:222.06001237033524;fare:218;willing:True|1:t_wait:288.06196583549536;t_drive:222.06001237033524;fare:218;willing:True,,,0,1,3160.3476341823284,3382.407646552663,218,0
44,UserDecisionRequest,1,3060,3060,2967;-1;-1,2981;-1;-1,,,,,220.37879558062934,2961.6368211428808,0:t_wait:98.61011255859603;t_drive:250.37879558062923;fare:296;willing:True|1:t_wait:268.2367397294547;t_drive:250.37879558062923;fare:296;willing:True,,,0,2,3158.610112558597,3408.9889081392266,296,0
43,UserDecisionRequest,1,3060,3060,2973;-1;-1,2978;-1;-1,,,,,189.79905861563583,1927.1757957450964,0:t_wait:135.35688707816234;t_drive:219.79905861563566;fare:192;willing:True|1:t_wait:200.9820240347617;t_drive:219.79905861563566;fare:192;willing:True,,,0,3,3195.356887078162,3415.1559456937985,192,0
39,UserDecisionRequest,1,2880,2880,2992;-1;-1,2982;-1;-1,,,,,275.1492641895202,3428.366932329032,0:t_wait:259.45692662928377;t_drive:305.1492641895202;fare:342;willing:True|1:t_wait:267.17125828245116;t_drive:305.1492641895202;fare:342;willing:True,,,0,2,3091.592784029854,3491.9036596479473,342,0
46,UserDecisionRequest,1,3360,3360,2976;-1;-1,2987;-1;-1,,,,,125.94386434095271,1410.1941526762305,0:t_wait:99.87660903865299;t_drive:155.9438643409526;fare:141;willing:True|1:t_wait:58.046219689050304;t_drive:155.9438643409526;fare:141;willing:True,,,1,4,3418.04621968905,3573.9900840300024,141,0
47,UserDecisionRequest,1,3420,3420,2971;-1;-1,2985;-1;-1,,,,,186.57127949046634,1654.6552573063896,0:t_wait:68.99396089382708;t_drive:216.57127949046617;fare:165;willing:True|1:t_wait:283.96047558598684;t_drive:216.57127949046617;fare:165;willing:True,,,0,0,3488.9939608938275,3705.5652403842937,165,0
49,UserDecisionRequest,1,3600,3600,2983;-1;-1,2977;-1;-1,,,,,14.744653285862693,122.87211071552242,0:t_wait:47.505301956450694;t_drive:44.74465328586257;fare:100;willing:True|1:t_wait:47.505301956450694;t_drive:44.74465328586257;fare:100;willing:True,,,0,2,3647.5053019564502,3692.249955242313,100,0
45,UserDecisionRequest,1,3300,3300,2982;-1;-1,2971;-1;-1,,,,,289.8986440772667,2915.378433977222,0:t_wait:11.830389349602683;t_drive:319.89864407726645;fare:291;willing:True|1:t_wait:0;t_drive:319.8986440772669;fare:291;willing:True,,,1,4,3300,3722.2355217915524,291,0
50,UserDecisionRequest,1,3720,3720,2974;-1;-1,2970;-1;-1,,,,,215.12566102862468,2128.3671755038336,0:t_wait:53.29763497137583;t_drive:245.12566102862456;fare:212;willing:True|1:t_wait:134.64243472624366;t_drive:245.12566102862456;fare:212;willing:True,,,0,0,3773.2976349713763,4022.0743131428603,212,0
52,UserDecisionRequest,1,3840,3840,2969;-1;-1,2992;-1;-1,,,,,54.27810741700095,753.8626030139021,0:t_wait:262.52461721004056;t_drive:84.27810741700068;fare:100;willing:True|1:t_wait:123.78776031621192;t_drive:84.27810741700114;fare:100;willing:True,,,1,4,3963.7877603162124,4048.065867733214,100,0
48,UserDecisionRequest,1,3600,3600,2967;-1;-1,2982;-1;-1,,,,,273.2935470893493,3402.5930837155474,0:t_wait:207.75564060536317;t_drive:303.29354708934943;fare:340;willing:True|1:t_wait:218.2220204193709;t_drive:303.293547089349;fare:340;willing:True,,,0,1,3807.7556406053645,4111.0491876947135,340,0
53,UserDecisionRequest,1,3840,3840,2990;-1;-1,2981;-1;-1,,,,,207.20330926693822,2611.7286438911515,0:t_wait:141.0212731837605;t_drive:281.30474926693796;fare:261;willing:True|1:t_wait:230.44441122434182;t_drive:237.20330926693805;fare:261;willing:True,,,0,0,3981.021273183762,4262.326022450703,261,0
51,UserDecisionRequest,1,3840,3840,2966;-1;-1,2988;-1;-1,,,,,278.91382899027775,2634.7327710788463,0:t_wait:269.56299811891404;t_drive:308.9138289902776;fare:263;willing:True|1:t_wait:229.98696027803135;t_drive:308.9138289902771;fare:263;willing:True,,,1,1,4069.9869602780304,4394.899257839737,263,0
56,UserDecisionRequest,1,4320,4320,2979;-1;-1,2975;-1;-1,,,,,151.75974624928307,1224.9515235059305,0:t_wait:36.17924043220319;t_drive:181.75974624928313;fare:122;willing:True|1:t_wait:55.419871780626636;t_drive:181.75974624928313;fare:122;willing:True,,,0,0,4356.179240432202,4537.938986681488,122,0
55,UserDecisionRequest,1,4320,4320,2972;-1;-1,2991;-1;-1,,,,,134.87611468093908,1408.0867039019317,0:t_wait:246.55577116243057;t_drive:164.87611468093928;fare:140;willing:True|1:t_wait:42.23650667115089;t_drive:194.87611468093928;fare:140;willing:True,,,1,1,4362.23650667115,4557.1126213520865,140,0
54,UserDecisionRequest,1,4260,4260,2977;-1;-1,2992;-1;-1,,,,,290.68994856816636,2881.77744065169,0:t_wait:0;t_drive:320.6899485681661;fare:288;willing:True|1:t_wait:79.67189809945648;t_drive:320.6899485681661;fare:288;willing:True,,,0,2,4260,4580.689948568164,288,0
57,UserDecisionRequest,1,4380,4380,2983;-1;-1,2966;-1;-1,,,,,323.34893081286066,2424.2986565656774,0:t_wait:47.50530195645024;t_drive:353.348930812861;fare:242;willing:True|1:t_wait:47.50530195645024;t_drive:353.348930812861;fare:242;willing:True,,,0,1,4427.505301956449,4780.854232769311,242,0
61,UserDecisionRequest,1,4620,4620,2979;-1;-1,2983;-1;-1,,,,,95.53311017582425,796.109251465202,0:t_wait:37.42546113022854;t_drive:125.53311017582382;fare:100;willing:True|1:t_wait:55.419871780626636;t_drive:125.53311017582382;fare:100;willing:True,,,0,3,4657.425461130228,4782.958571306049,100,0
58,UserDecisionRequest,1,4440,4440,2981;-1;-1,2971;-1;-1,,,,,283.9604755859867,2389.323696549888,0:t_wait:68.97806069802573;t_drive:313.9604755859864;fare:238;willing:True|1:t_wait:83.15932049127969;t_drive:313.9604755859864;fare:238;willing:True,,,0,4,4508.978060698024,4822.938536284012,238,0
59,UserDecisionRequest,1,4440,4440,2990;-1;-1,2981;-1;-1,,,,,207.20330926693822,2611.7286438911515,0:t_wait:224.8661605739444;t_drive:237.20330926693805;fare:261;willing:True|1:t_wait:139.41977141386178;t_drive:237.20330926693805;fare:261;willing:True,,,1,4,4579.419771413864,4816.623080680803,261,0
62,UserDecisionRequest,1,4620,4620,2991;-1;-1,2987;-1;-1,,,,,221.9190199009194,2598.4939430683253,0:t_wait:61.393890604318585;t_drive:251.919019900919;fare:259;willing:True|1:t_wait:0;t_drive:251.919019900919;fare:259;willing:True,,,1,1,4620,4871.919019900917,259,0
60,UserDecisionRequest,1,4560,4560,2973;-1;-1,2969;-1;-1,,,,,172.5497643587172,1931.331838315517,0:t_wait:113.99515611491188;t_drive:202.54976435871686;fare:193;willing:True|1:t_wait:200.9820240347617;t_drive:202.54976435871686;fare:193;willing:True,,,0,0,4673.99515611491,4936.528024473626,193,0
64,UserDecisionRequest,1,4860,4860,2966;-1;-1,2992;-1;-1,,,,,131.62933504116845,1285.4828948015352,0:t_wait:0;t_drive:161.62933504116882;fare:128;willing:True|1:t_wait:229.9869602780309;t_drive:161.62933504116882;fare:128;willing:True,,,0,1,4860,5021.629335041171,128,0
63,UserDecisionRequest,1,4680,4680,2989;-1;-1,2967;-1;-1,,,,,195.59465388777056,1983.0931625223561,0:t_wait:103.45610253159975;t_drive:274.3673578877706;fare:198;willing:True|1:t_wait:291.0595360366533;t_drive:225.59465388777062;fare:198;willing:True,,,0,0,4783.456102531601,5057.823460419366,198,0
67,UserDecisionRequest,1,4980,4980,2987;-1;-1,2984;-1;-1,,,,,127.4257940665604,1389.2919531006646,0:t_wait:102.64252223845051;t_drive:157.42579406656023;fare:138;willing:True|1:t_wait:0;t_drive:157.42579406656023;fare:138;willing:True,,,1,1,4980,5137.425794066561,138,0
66,UserDecisionRequest,1,4920,4920,2979;-1;-1,2993;-1;-1,,,,,232.48349158289759,3080.5375188469175,0:t_wait:100.57712982417615;t_drive:262.48349158289784;fare:308;willing:True|1:t_wait:36.17924043220319;t_drive:262.48349158289784;fare:308;willing:True,,,1,4,4956.179240432202,5218.662732015098,308,0
68,UserDecisionRequest,1,4980,4980,2986;-1;-1,2992;-1;-1,,,,,225.37832508265683,2665.0618483702337,0:t_wait:98.46761277137193;t_drive:255.37832508265637;fare:266;willing:True|1:t_wait:145.97291472782308;t_drive:255.37832508265637;fare:266;willing:True,,,0,3,5078.467612771374,5333.845937854026,266,0
65,UserDecisionRequest,1,4920,4920,2980;-1;-1,2972;-1;-1,,,,,344.7104419812344,2999.8842262698045,0:t_wait:203.2966466533171;t_drive:374.710441981234;fare:299;willing:True|1:t_wait:0;t_drive:374.710441981234;fare:299;willing:True,,,1,2,4920.0,5294.710441981238,299,0
69,UserDecisionRequest,1,5100,5100,2968;-1;-1,2981;-1;-1,,,,,194.08476562277556,2596.441960617133,0:t_wait:26.294029957854036;t_drive:224.0847656227752;fare:259;willing:True|1:t_wait:180.8215315200805;t_drive:224.0847656227752;fare:259;willing:True,,,0,0,5126.294029957855,5350.378795580632,259,0
70,UserDecisionRequest,1,5160,5160,2989;-1;-1,2977;-1;-1,,,,,200.30021679086175,2168.7248732571807,0:t_wait:48.59984980275658;t_drive:230.30021679086167;fare:216;willing:True|1:t_wait:128.94839327025784;t_drive:260.30021679086167;fare:216;willing:True,,,0,4,5208.599849802757,5438.900066593619,216,0
71,UserDecisionRequest,1,5220,5220,2985;-1;-1,2967;-1;-1,,,,,251.88232020006052,2621.804225000841,0:t_wait:285.4219757999408;t_drive:281.88232020006035;fare:262;willing:True|1:t_wait:44.908890042597704;t_drive:281.88232020006035;fare:262;willing:True,,,1,1,5264.908890042598,5546.79121024266,262,0
75,UserDecisionRequest,1,5460,5460,2984;-1;-1,2986;-1;-1,,,,,65.61792805983069,674.351330400799,0:t_wait:55.226698019298055;t_drive:95.61792805983077;fare:100;willing:True|1:t_wait:80.3549866679923;t_drive:95.61792805983077;fare:100;willing:True,,,0,4,5515.226698019299,5610.84462607913,100,0
73,UserDecisionRequest,1,5400,5400,2978;-1;-1,2969;-1;-1,,,,,213.5128417430813,2609.13704257042,0:t_wait:79.08939415911755;t_drive:243.51284174308148;fare:260;willing:True|1:t_wait:17.994410650397185;t_drive:243.51284174308148;fare:260;willing:True,,,1,0,5417.994410650397,5661.507252393478,260,0
72,UserDecisionRequest,1,5400,5400,2967;-1;-1,2981;-1;-1,,,,,220.37879558062934,2961.6368211428808,0:t_wait:37.01732852874193;t_drive:250.37879558062923;fare:296;willing:True|1:t_wait:5.864769547126343;t_drive:250.37879558062923;fare:296;willing:True,,,1,4,5405.864769547126,5656.243565127757,296,0
83,UserDecisionRequest,1,5580,5580,2975;-1;-1,2976;-1;-1,,,,,43.17503937342681,359.7919947785567,0:t_wait:208.74660953863167;t_drive:73.17503937342644;fare:100;willing:True|1:t_wait:88.22303886747886;t_drive:73.17503937342644;fare:100;willing:True,,,1,2,5668.223038867479,5741.398078240906,100,0
79,UserDecisionRequest,1,5520,5520,2978;-1;-1,2975;-1;-1,,,,,159.65721537951197,1267.7773662578381,0:t_wait:79.08939415911755;t_drive:189.6572153795123;fare:126;willing:True|1:t_wait:245.33295928687403;t_drive:189.6572153795123;fare:126;willing:True,,,0,0,5599.0893941591185,5788.746609538633,126,0
74,UserDecisionRequest,1,5460,5460,2969;-1;-1,2979;-1;-1,,,,,215.43577253000473,2566.624800181488,0:t_wait:59.78738858299948;t_drive:245.43577253000512;fare:256;willing:True|1:t_wait:33.79644102995553;t_drive:275.4357725300042;fare:256;willing:True,,,0,1,5519.7873885829995,5765.223161113004,256,0
77,UserDecisionRequest,1,5520,5520,2986;-1;-1,2971;-1;-1,,,,,143.9257293494437,1571.4022146764878,0:t_wait:90.84462607912974;t_drive:173.92572934944383;fare:157;willing:True|1:t_wait:112.4872304225355;t_drive:173.92572934944383;fare:157;willing:True,,,0,4,5610.84462607913,5784.77035542857,157,0
76,UserDecisionRequest,1,5460,5460,2984;-1;-1,2992;-1;-1,,,,,244.36331714248752,2495.7221787710323,0:t_wait:55.226698019298055;t_drive:350.99625314248806;fare:249;willing:True|1:t_wait:80.3549866679923;t_drive:274.3633171424872;fare:249;willing:True,,,1,3,5540.354986667992,5814.718303810477,249,0
78,UserDecisionRequest,1,5520,5520,2970;-1;-1,2980;-1;-1,,,,,190.4137294263278,2063.6293026972103,0:t_wait:106.77085137296035;t_drive:220.41372942632825;fare:206;willing:True|1:t_wait:153.93525830672388;t_drive:220.41372942632825;fare:206;willing:True,,,0,2,5626.770851372961,5847.18458079929,206,0
86,UserDecisionRequest,1,5760,5760,2969;-1;-1,2990;-1;-1,,,,,79.63238283086302,728.142628879116,0:t_wait:59.78738858299948;t_drive:109.63238283086321;fare:100;willing:True|1:t_wait:0;t_drive:109.63238283086321;fare:100;willing:True,,,1,0,5760.0,5869.632382830864,100,0
84,UserDecisionRequest,1,5700,5700,2974;-1;-1,2987;-1;-1,,,,,48.51319330375963,673.7943514411061,0:t_wait:186.81702623496403;t_drive:78.51319330375918;fare:100;willing:True|1:t_wait:209.98323261847963;t_drive:78.51319330375918;fare:100;willing:True,,,0,0,5886.817026234967,5965.330219538727,100,0
82,UserDecisionRequest,1,5580,5580,2966;-1;-1,2970;-1;-1,,,,,180.9694378426999,1660.3445869925658,0:t_wait:158.42488667311773;t_drive:210.96943784270024;fare:166;willing:True|1:t_wait:154.03520157294588;t_drive:210.96943784270024;fare:166;willing:True,,,1,1,5734.035201572945,5945.004639415647,166,0
81,UserDecisionRequest,1,5580,5580,2984;-1;-1,2969;-1;-1,,,,,208.85791372548653,2002.5915757571302,0:t_wait:141.2747701767139;t_drive:326.5665651540585;fare:200;willing:True|1:t_wait:139.66821664841882;t_drive:238.85791372548647;fare:200;willing:True,,,1,2,5789.761210934134,6028.61912465962,200,0
