,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.9421719828396689,2987,7200.0
1,0,1,0.8549898293198939,2971,7387.92645229664
2,0,2,0.5416768770361429,2980,7200.0
3,0,3,0.7627295862645914,2980,7200.0
4,0,4,0.8201325109105397,2972,7339.639474671153
5,1,0,0.914803568991256,2982,7200.0
6,1,1,0.688396930412889,2992,7200.0
7,1,2,0.7716444627519825,2969,7200.0
8,1,3,0.9340858466149772,2983,7252.244219541651
9,1,4,0.9598956191616376,2974,7230.0
