sim_time,reservation_time_trigger,user_requests,request_batch
25200,0.0,0.0004900000000000004,1.28193
25260,0.0,0.00034000000000000024,6.46951
25320,0.0,0.00023,1.17512
25380,0.0,0.0012200000000000006,1.29838
25440,0.0,0.0013799999999999997,1.33707
25500,0.0,0.0002900000000000001,0.69168
25560,0.0,0.0004100000000000004,2.47241
25620,0.0,0.0016899999999999994,1.41614
25680,0.0,0.00046,0.56388
25740,0.0,0.0005600000000000003,0.67648
25800,0.0,0.0006400000000000006,0.90205
25860,0.0,0.0002,0.21001
25920,0.0,0.0019499999999999988,0.96073
25980,0.0,0.00042000000000000007,0.71975
26040,0.0,0.0002900000000000001,0.49474
26100,0.0,0.0016600000000000015,1.16787
26160,0.0,0.00025,0.5179
26220,0.0,0.0004300000000000005,1.57442
26280,0.0,0.0009199999999999998,0.69116
26340,0.0,0.0003300000000000002,1.46394
26400,0.0,0.00111,0.4004
26460,0.0,0.0003600000000000003,1.49777
26520,0.0,0.00039000000000000037,0.68333
26580,0.0,0.0005600000000000002,0.66167
26640,0.0,0.00026000000000000003,0.4394
26700,0.0,0.0006300000000000005,0.58894
26760,0.0,0.0015099999999999994,0.50698
26820,0.0,0.0004600000000000001,0.61337
26880,0.0,0.0014599999999999995,0.53998
26940,0.0,0.00042000000000000045,1.48302
27000,0.0,0.0002900000000000001,0.76092
27060,0.0,0.00027000000000000006,0.95048
27120,0.0,0.0002800000000000001,0.43251
27180,0.0,0.0003200000000000002,0.93879
27240,0.0,0.0002900000000000001,0.70879
27300,0.0,0.0005,0.63464
27360,0.0,0.0014000000000000004,0.75256
27420,0.0,0.0003800000000000003,0.60349
27480,0.0,0.0013700000000000001,0.49986
27540,0.0,0.0005800000000000003,0.62186
27600,0.0,0.0006100000000000004,1.02003
27660,0.0,0.00033000000000000016,0.5897
27720,0.0,0.0015899999999999996,0.67522
27780,0.0,0.0004900000000000003,2.64258
27840,0.0,0.0014599999999999997,0.687
27900,0.0,0.0006000000000000003,0.89639
27960,0.0,0.00048000000000000007,0.77073
28020,0.0,0.0012000000000000005,1.65699
28080,0.0,0.0002900000000000001,1.08181
28140,0.0,0.0004800000000000004,0.88476
28200,0.0,0.0004500000000000004,0.87537
28260,0.0,0.0006000000000000004,0.88365
28320,0.0,0.00039000000000000037,0.57372
28380,0.0,0.0004000000000000004,0.57939
28440,0.0,0.0002800000000000001,0.48045
28500,0.0,0.0019700000000000026,0.77891
28560,0.0,0.0017200000000000013,2.50408
28620,0.0,0.0014300000000000007,1.04652
28680,0.0,0.0006300000000000005,0.89938
28740,0.0,0.0012200000000000008,0.55583
28800,0.0,0.002940000000000004,2.61478
28860,0.0,0.0010800000000000022,3.55317
28920,0.0,0.0008800000000000017,4.60201
28980,0.0,0.0010300000000000018,6.74394
29040,0.0,0.002530000000000003,9.33125
29100,0.0,0.0009500000000000018,5.18477
29160,0.0,0.0011700000000000018,2.70341
29220,0.0,0.001080000000000002,3.67553
29280,0.0,0.001570000000000003,6.81712
29340,0.0,0.002360000000000003,2.52925
29400,0.0,0.001010000000000002,7.36169
29460,0.0,0.0023900000000000032,2.63247
29520,0.0,0.0009800000000000015,3.603
29580,0.0,0.0019700000000000034,4.53065
29640,0.0,0.0028200000000000044,7.52729
29700,0.0,0.0009200000000000018,11.6001
29760,0.0,0.0013600000000000023,5.61666
29820,0.0,0.0034200000000000055,5.6361
29880,0.0,0.003060000000000005,25.98185
29940,0.0,0.001640000000000003,12.83251
30000,0.0,0.0029800000000000048,7.03217
30060,0.0,0.000980000000000002,14.58135
30120,0.0,0.0033600000000000058,18.96925
30180,0.0,0.0009800000000000017,3.84368
30240,0.0,0.0028500000000000044,4.16952
30300,0.0,0.0031600000000000057,3.34717
30360,0.0,0.0009600000000000019,1.4463
30420,0.0,0.003090000000000005,1.48088
30480,0.0,0.0013500000000000027,2.15835
30540,0.0,0.0027900000000000043,1.6084
30600,0.0,0.001050000000000002,5.18883
30660,0.0,0.002390000000000004,15.38374
30720,0.0,0.0030900000000000046,17.26761
30780,0.0,0.0009500000000000016,5.80356
30840,0.0,0.0009600000000000018,9.74399
30900,0.0,0.0007200000000000012,2.02467
30960,0.0,0.003590000000000007,6.69868
31020,0.0,0.003270000000000005,10.49058
31080,0.0,0.0020300000000000036,24.55222
31140,0.0,0.0012100000000000023,10.59145
31200,0.0,0.0017500000000000033,7.08343
31260,0.0,0.003070000000000005,2.66297
31320,0.0,0.0009700000000000018,4.98238
31380,0.0,0.000990000000000002,9.62767
31440,0.0,0.0026000000000000034,2.38073
31500,0.0,0.003770000000000004,3.06476
31560,0.0,0.003230000000000005,3.36858
31620,0.0,0.0029500000000000047,2.45312
31680,0.0,0.002940000000000005,4.08892
31740,0.0,0.002970000000000003,2.57753
31800,0.0,0.0034700000000000043,4.44035
31860,0.0,0.0033000000000000056,2.68674
31920,0.0,0.0037700000000000064,1.88941
31980,0.0,0.0033400000000000057,2.37363
32040,0.0,0.002880000000000004,2.05418
32100,0.0,0.003500000000000006,33.40795
32160,0.0,0.0016900000000000031,14.22996
32220,0.0,0.003020000000000005,14.52169
32280,0.0,0.001610000000000003,11.34147
32340,0.0,0.003120000000000005,11.25427
