operator_id,vehicle_id,vehicle_type
0,0,jerusalem_petrol_van_vehtype
0,1,jerusalem_petrol_van_vehtype
0,2,jerusalem_petrol_van_vehtype
0,3,jerusalem_petrol_van_vehtype
0,4,jerusalem_petrol_van_vehtype
