operator_id,vehicle_id,vehicle_type
0,0,default_parcel_veh
0,1,default_parcel_veh
0,2,default_parcel_veh
0,3,default_parcel_veh
0,4,default_parcel_veh
0,5,default_parcel_veh
0,6,default_parcel_veh
0,7,default_parcel_veh
