orig_taz,dest_taz,orig_x,orig_y,dest_x,dest_y,car_time,car_dist,bike_regular_time,bike_regular_dist,bike_electric_time,bike_electric_dist,walk_time,walk_dist,pt_time,pt_dist,car_cost,pt_cost,request_id,rq_time,start,end,orig_median_pt,dest_median_pt,PTabove25,PTabove50,PTabove75,nsm_travel_time,nsm_wait_time,nsm_total_time,nsm_cost,walk_av,bike_av,car_av,pt_av,nsm_av,u_walk,u_bike,u_car,u_pt,u_nsm,exp_walk,exp_bike,exp_car,exp_pt,exp_nsm,exp_total,prc_walk,prc_bike,prc_car,prc_pt,prc_nsm,choice,nsmuser,served
4605,4401,35.1652043,31.7569029,35.1823951,31.7630982,375.42,3.39,685.94,3.4,560.61,3.4,1710.07,2.38,750.84,5.9325,2.63742,6.0,128552,28895.21731,7014,17754,70.0,30.0,1,0,0,563.13,150,713.13,2,1.0,1.0,0,1.0,1.0,0.6798599999999997,-1.62122,2.826063,1.89832,2.8737399999999997,1.9736014086910338,0.19765740988707045,0.0,6.67467156946902,17.70310415160254,26.54903453964966,0.07433797284581323,0.007444994264928126,0.0,0.2514092013214541,0.6668078315678047,4,1,-1
4508,4603,35.1681038,31.769716,35.1712011,31.7485901,530.2,4.46,891.87,4.23,728.14,4.23,2810.84,3.9,1060.4,7.805,3.4698800000000003,6.0,152885,29138.16347,19879,6859,60.0,60.0,1,1,0,795.3000000000001,150,945.3000000000001,2,1.0,1.0,0,1.0,1.0,-1.5216800000000008,-1.95628,2.225142,1.2792000000000003,2.4093999999999998,0.2183447594555804,0.1413833900841203,0.0,3.5937635644066876,11.127282772090506,15.080774486036894,0.014478351868317052,0.009375074881931659,0.0,0.2383009949345844,0.737845578315167,4,1,-1
4505,4505,35.1755724,31.7605524,35.1707736,31.7605887,95.02,0.66,100.57,0.49,82.73,0.49,388.42,0.54,190.04,1.155,0.51348,6.0,169770,29306.94418,6677,23053,70.0,70.0,1,1,0,142.53,150,292.53,2,1.0,1.0,0,1.0,1.0,3.3231599999999997,-0.66546,4.130242,3.019920000000001,3.7149399999999995,27.747895514462986,0.5140370162856842,0.0,20.489652446428607,41.056123643071636,89.80770862024892,0.30897008665252457,0.005723751604211227,0.0,0.22815026417240994,0.45715589757085423,4,1,-1
4401,4302,35.1832382,31.763145,35.1880282,31.7522769,343.29,2.78,524.97,2.3,424.63,2.3,1440.77,2.0,686.58,4.865,2.1628399999999997,6.0,189310,29503.39655,13305,3818,30.0,60.0,1,0,0,514.9350000000001,150,664.9350000000001,2,1.0,1.0,0,1.0,1.0,1.2184599999999994,-1.3492600000000001,3.056426,2.02684,2.97013,3.3819754789777465,0.25943216943626446,0.0,7.590063821485106,19.49445371029246,30.72592518019158,0.11006911782620761,0.008443429055913845,0.0,0.24702474464066834,0.6344627084772101,4,1,-1
4401,4401,35.1798271,31.7646763,35.1792725,31.7621394,386.59,2.0,382.41,1.49,316.49,1.49,1012.88,1.41,773.18,3.5,1.556,6.0,229501,29900.80715,21863,20429,30.0,30.0,1,0,0,579.885,150,729.885,2,1.0,1.0,1,1.0,1.0,2.0742399999999996,-1.1329799999999999,3.18222,1.8536400000000004,2.84023,7.958495703304323,0.3220720502266706,24.10019664483398,6.383011449363838,17.11970261596613,55.88347846369494,0.14241231795323211,0.0057632785052187975,0.4312579908655977,0.11422000964937432,0.30634640302657706,4,1,-1
4605,4406,35.1620297,31.7575971,35.181294,31.7549997,276.08,2.76,794.75,3.75,646.05,3.75,1854.26,2.58,552.16,4.83,2.14728,6.0,108835,28491.56285,7023,5384,70.0,50.0,1,0,0,414.12,150,564.12,2,1.0,1.0,0,1.0,1.0,0.3914799999999996,-1.7921,3.1962920000000006,2.295680000000001,3.17176,1.4791683438452599,0.16660992120034623,0.0,9.9311869238235,23.849422423569454,35.42638761243856,0.041753293054522696,0.00470298928084465,0.0,0.28033303966720446,0.6732106779974282,4,1,-1
4006,4401,35.1804238,31.7669492,35.1816113,31.761179,152.71,0.92,194.93,0.95,159.02,0.95,663.38,0.92,305.42,1.61,0.7157600000000002,6.0,281897,30422.71408,21788,21679,40.0,30.0,1,0,0,229.065,150,379.065,2,1.0,1.0,1,1.0,1.0,2.7732399999999995,-0.8180400000000001,3.944064,2.7891600000000007,3.5418700000000003,16.01042383820204,0.44129574708293157,51.62799168928966,16.26734948749076,34.53143263101109,118.8784933930765,0.13467889255008417,0.003712157973131183,0.43429210966343285,0.1368401383898946,0.29047670142345705,4,1,-1
4604,4604,35.1657736,31.7562107,35.1674054,31.7531753,118.31,0.85,183.21,0.87,149.02,0.87,509.47,0.71,236.62,1.4875,0.6613000000000001,6.0,436622,31973.32877,6932,21971,70.0,70.0,1,1,0,177.465,150,327.46500000000003,2,1.0,1.0,1,1.0,1.0,3.0810599999999995,-0.7980400000000001,4.031924999999999,2.9267600000000007,3.6450699999999996,21.781478530927746,0.4502105125221151,56.369317809118265,18.667051165375202,38.28545273945255,135.55351075739588,0.16068546221507093,0.0033212751924062674,0.41584550259272957,0.1377098317931741,0.2824379282066191,4,1,-1
4604,4505,35.1668053,31.7524526,35.1721499,31.7615556,221.42,1.68,331.39,1.55,268.86,1.55,1252.84,1.74,442.84,2.94,1.3070400000000002,6.0,458555,32192.73134,6748,6690,70.0,70.0,1,1,0,332.13,150,482.13,2,1.0,1.0,1,1.0,1.0,1.5943199999999997,-1.0377200000000002,3.599696,2.5143200000000006,3.3357399999999995,4.924978947521537,0.35426147803166513,36.58711027136697,12.358202343654385,28.099168917144667,82.32372195771921,0.05982454182587815,0.004303273340989258,0.44442973909947614,0.15011714788601827,0.3413252978476382,4,1,-1
4604,4604,35.1667456,31.7524323,35.1702485,31.7569431,106.83,0.76,148.89,0.72,121.3,0.72,658.2,0.91,213.66,1.33,0.5912800000000001,6.0,44897,26558.46328,20609,6811,70.0,70.0,1,1,0,160.245,150,310.245,2,1.0,1.0,0,1.0,1.0,2.7836,-0.7426,4.079392,2.9726800000000004,3.6795099999999996,16.17715400015058,0.47587503058899644,0.0,19.544228002504845,39.62697209824933,75.82422913149375,0.2133507216024088,0.0062760285998257614,0.0,0.25775702867498207,0.5226162211227834,4,1,-1
4503,4504,35.1769071,31.7602762,35.1812855,31.7574233,139.09,1.04,267.04,1.34,218.48,1.34,709.02,0.98,278.18,1.82,0.8091200000000001,6.0,138624,28997.18592,6660,5573,60.0,60.0,1,1,0,208.635,150,358.635,2,1.0,1.0,1,1.0,1.0,2.6819599999999997,-0.93696,3.938628,2.8436400000000006,3.5827299999999997,14.613708112100051,0.3918171508215835,51.34810335219384,17.178180449927993,35.971609416264265,119.50341848130773,0.12228694624652826,0.003278710816819605,0.4296789498136868,0.14374635193063484,0.30100904119233046,4,1,-1
4506,4506,35.1705705,31.7657952,35.1685711,31.7602826,184.39,1.07,233.68,0.94,194.29,0.96,660.03,0.92,368.78,1.8725,0.8324600000000001,6.0,239880,30004.91899,7267,22093,60.0,60.0,1,1,0,276.585,150,426.585,2,1.0,1.0,1,1.0,1.0,2.77994,-0.8885799999999999,3.8398589999999997,2.66244,3.4468299999999994,16.11805383578432,0.4112392981404243,46.51891481035793,14.331214635906074,31.400694170166872,108.78011675035562,0.14817095547685766,0.003780463842341665,0.42764170695933595,0.13174479917865342,0.28866207454281134,4,1,-1
4402,4006,35.1817892,31.7591242,35.1813694,31.7664704,258.09,2.28,260.24,1.29,212.59,1.29,783.01,1.09,516.18,3.99,1.7738399999999999,6.0,421810,31826.28871,17760,21794,70.0,40.0,1,0,0,387.135,150,537.135,2,1.0,1.0,1,1.0,1.0,2.5339799999999997,-0.92518,3.362976,2.3676400000000006,3.2257299999999995,12.603568649408352,0.39646004984298294,28.87499512468889,10.672176204997532,25.17194296875309,77.71914299769085,0.1621681372603764,0.005101189160754929,0.37153002479127706,0.13731721418125542,0.3238834346063361,4,1,-1
4508,4503,35.170925,31.7690734,35.177119,31.7596728,369.83,2.47,348.38,1.58,281.29,1.58,1126.14,1.56,739.66,4.3225,1.9216600000000001,6.0,156800,29176.60973,673,21927,60.0,60.0,1,1,0,554.745,150,704.745,2,1.0,1.0,1,1.0,1.0,1.8477199999999994,-1.06258,3.087759,1.9206800000000008,2.89051,6.34533565197722,0.3455631064226293,21.92788248815225,6.825598298412987,18.002488529874874,53.44686807483996,0.11872231022203297,0.006465544546759001,0.41027441416113153,0.12770810609249017,0.3368296249775863,4,1,-1
4603,4603,35.1676492,31.7491037,35.171511,31.7492723,50.78,0.57,143.85,0.58,118.78,0.58,341.05,0.47,101.56,0.9975,0.44345999999999997,6.0,408051,31689.2923,21628,6880,60.0,60.0,1,1,0,76.17,150,226.17000000000002,2,1.0,1.0,1,1.0,1.0,3.4178999999999995,-0.73756,4.2432289999999995,3.19688,3.8476599999999994,30.50528660790698,0.47827949490346955,69.63233202055193,24.456107983541227,46.88322802093162,171.9552341278352,0.17740248944808912,0.002781418648460019,0.404944533231165,0.1422236904132853,0.2726478682590006,4,1,-1
4406,4605,35.1813099,31.7486181,35.165591,31.756633,457.18,3.52,914.64,4.55,747.78,4.55,2179.39,3.03,914.36,6.16,2.7385600000000005,6.0,415926,31767.83373,5394,6983,50.0,70.0,1,0,0,685.77,150,835.77,2,1.0,1.0,0,1.0,1.0,-0.2587799999999998,-1.99556,2.6271439999999995,1.5712800000000002,2.6284599999999996,0.7719928427882602,0.13593750784347622,0.0,4.812804642749995,13.852420739555109,19.57315573293684,0.039441409107535214,0.0069450991806460005,0.0,0.24588802686790157,0.7077254648439173,4,1,-1
4507,4302,35.1668836,31.7687459,35.1864572,31.7511247,602.86,5.74,1127.61,4.97,913.33,4.97,2660.45,3.7,1205.72,10.045,4.465720000000001,6.0,301504,30620.6133,8458,3830,0.0,60.0,0,0,0,904.29,150,1054.29,2,1.0,1.0,1,1.0,1.0,-1.2209000000000003,-2.3266600000000004,1.7312779999999994,0.9885600000000001,2.19142,0.29496457930613773,0.09762125818573653,5.647867272481129,2.687361883642132,8.947910130069012,17.675725123684146,0.016687551839720982,0.00552289976805146,0.31952676526483265,0.15203686778548445,0.5062259153419105,4,1,-1
4601,4605,35.170754,31.7539247,35.1663081,31.7580755,143.35,0.86,207.44,0.91,167.11,0.91,625.14,0.87,286.7,1.505,0.6690800000000001,6.0,203783,29646.2546,6788,7005,70.0,70.0,1,1,0,215.02499999999998,150,365.025,2,1.0,1.0,0,1.0,1.0,2.8497199999999996,-0.83422,3.9791220000000003,2.8266,3.5699499999999995,17.282941939270074,0.4342130355474486,0.0,16.88794409159137,35.514817366365875,70.11991643277477,0.24647693292446438,0.006192435154479063,0.0,0.24084375667763588,0.5064868752434206,4,1,-1
4401,4401,35.1839118,31.7635965,35.1798352,31.7647619,250.84,1.48,257.15,1.11,212.23,1.11,780.29,1.08,501.68,2.59,1.15144,6.0,269956,30303.57841,7719,21862,30.0,30.0,1,0,0,376.26,150,526.26,2,1.0,1.0,1,1.0,1.0,2.53942,-0.9244600000000001,3.595316,2.3966400000000005,3.2474800000000004,12.672318893979181,0.39674560386598223,36.427209167429815,10.986200661996724,25.725430081345195,86.2079044086169,0.1469971806055469,0.0046021951999372064,0.4225506862429745,0.12743843777855016,0.29841150017299123,4,1,-1
4504,4403,35.1812637,31.7580659,35.1876019,31.76059,249.21,1.49,301.09,1.48,246.04,1.48,881.13,1.22,498.42,2.6075,1.15922,6.0,104168,28351.67295,5463,23028,60.0,60.0,1,1,0,373.815,150,523.815,2,1.0,1.0,0,1.0,1.0,2.3377399999999997,-0.9920800000000001,3.595853,2.4031600000000006,3.25237,10.357801459741207,0.37080461474240983,0.0,11.058064712537092,25.851535510931264,47.638206297951974,0.2174263530192257,0.007783765249749783,0.0,0.23212596719898945,0.542663914532035,4,1,-1
