orig_taz,dest_taz,orig_x,orig_y,dest_x,dest_y,car_time,car_dist,bike_regular_time,bike_regular_dist,bike_electric_time,bike_electric_dist,walk_time,walk_dist,pt_time,pt_dist,car_cost,pt_cost,request_id,rq_time,start,end,orig_median_pt,dest_median_pt,PTabove25,PTabove50,PTabove75,nsm_travel_time,nsm_wait_time,nsm_total_time,nsm_cost,walk_av,bike_av,car_av,pt_av,nsm_av,u_walk,u_bike,u_car,u_pt,u_nsm,exp_walk,exp_bike,exp_car,exp_pt,exp_nsm,exp_total,prc_walk,prc_bike,prc_car,prc_pt,prc_nsm,choice,nsmuser,served
4604,4604,35.1687139,31.7528653,35.1663542,31.7565409,112.95,0.88,176.23,0.88,144.18,0.88,536.97,0.75,225.9,1.54,0.6846400000000001,6.0,20622,25822.81337,6740,20638,70.0,70.0,1,1,0,169.425,150,319.425,2,1.0,1.0,0,1.0,1.0,3.0260599999999993,-0.78836,4.034476,2.9482,3.66115,20.615845929990776,0.4545897114108838,0.0,19.071593944603237,38.90605912255085,79.04808870855575,0.26080132064925465,0.005750799530231796,0.0,0.24126571883247858,0.4921821609880349,4,1,-1
4401,4401,35.1839118,31.7635965,35.1807555,31.7621417,282.89,1.69,236.84,1.09,191.33,1.09,299.58,0.42,565.78,2.9575,1.31482,6.0,143431,29044.69104,7719,22029,30.0,30.0,1,0,0,424.335,150,574.335,2,1.0,1.0,1,1.0,1.0,3.5008399999999997,-0.88266,3.474033,2.26844,3.1513299999999997,33.143280624741024,0.41368105525524657,32.26661163222159,9.66431272057568,23.36712219557094,98.85500822836448,0.33527163892573747,0.004184725313052465,0.3264034084917847,0.09776249978402912,0.2363777274853962,4,1,-1
4603,4604,35.1715063,31.7485174,35.1689512,31.7536197,143.12,1.14,261.16,1.21,213.62,1.21,823.94,1.14,286.24,1.995,0.8869199999999999,6.0,25677,25975.06952,22366,14320,60.0,70.0,1,1,0,214.68,150,364.68,2,1.0,1.0,1,1.0,1.0,2.4521199999999994,-0.9272400000000001,3.9033379999999998,2.8275200000000007,3.57064,11.612940074013183,0.3956441827719074,49.5676300142072,16.903488149325828,35.539331046595784,114.0190334669139,0.10185089033738418,0.003469983657480447,0.43473118923246057,0.14825145973747347,0.31169647703520137,4,1,-1
4503,4504,35.1777631,31.7563516,35.1816402,31.7560935,126.17,1.11,289.55,1.22,234.41,1.22,460.33,0.64,252.34,1.9425,0.8635800000000001,6.0,219098,29798.42434,21895,21690,60.0,60.0,1,1,0,189.255,150,339.255,2,1.0,1.0,0,1.0,1.0,3.17934,-0.96882,3.945407,2.89532,3.6214899999999997,24.030887930951017,0.3795306201098102,0.0,18.08928908769299,37.39324226526846,79.89294990402229,0.30078859223273163,0.004750489505841896,0.0,0.22641909091383128,0.4680418273475951,4,1,-1
4601,4601,35.1690989,31.7539985,35.1711522,31.7529464,66.64,0.46,119.49,0.28,109.57,0.28,188.54,0.26,133.28,0.805,0.3578800000000001,6.0,245441,30060.34037,6768,6783,70.0,70.0,1,1,0,99.96000000000001,150,249.96,2,1.0,1.0,0,1.0,1.0,3.72292,-0.71914,4.241462,3.1334400000000002,3.8000799999999995,41.38506222912517,0.48717104295269287,0.0,22.952801528153266,44.70476073110787,109.52979553133899,0.37784296070637646,0.004447840339602406,0.0,0.20955760409126248,0.4081515948627587,4,1,-1
4605,4605,35.1666163,31.7581969,35.1673441,31.7577852,27.91,0.12,43.17,0.16,34.11,0.16,65.04,0.09,55.82,0.21,0.09336,6.0,102678,28306.41842,7003,6938,70.0,70.0,1,1,0,41.865,150,191.865,2,1.0,1.0,1,1.0,1.0,3.9699199999999997,-0.56822,4.411504,3.28836,3.91627,52.98029224675495,0.5665329704176295,82.39328987139868,26.798877438060295,50.21280129170074,212.95179381833228,0.2487900726112318,0.0026603813016054466,0.3869105227715895,0.12584480720985255,0.23579421610572082,4,1,-1
4505,4503,35.1707736,31.7605887,35.1776486,31.7576148,115.56,0.99,185.74,0.91,153.17,0.91,630.69,0.88,231.12,1.7325,0.77022,6.0,195409,29563.62951,23053,6669,70.0,60.0,1,1,0,173.34,150,323.34000000000003,2,1.0,1.0,0,1.0,1.0,2.8386199999999997,-0.8063400000000001,3.9993030000000003,2.93776,3.65332,17.09216207084223,0.44648922995407736,0.0,18.87352223717678,38.602614216748684,75.01478775472177,0.22785056896686848,0.005952016173317418,0.0,0.2515973556958947,0.5146000591639195,4,1,-1
4401,4401,35.1800921,31.762896,35.1821357,31.7617492,90.39,0.38,75.05,0.38,61.41,0.38,232.72,0.32,180.78,0.665,0.29564000000000007,6.0,338912,30996.65456,22021,7605,30.0,30.0,1,0,0,135.585,150,285.58500000000004,2,1.0,1.0,0,1.0,1.0,3.6345599999999996,-0.62282,4.215745999999999,3.0384400000000005,3.7288299999999994,37.885179750228694,0.5364295712461108,0.0,20.872656479923645,41.63037212362056,100.92463792501901,0.3753808834902645,0.0053151498214404885,0.0,0.20681428151796574,0.4124896851703292,4,1,-1
4601,4601,35.1710174,31.7538267,35.169715,31.7541731,18.32,0.13,158.31,0.22,149.26,0.41,152.93,0.21,36.64,0.2275,0.10114000000000001,6.0,209962,29707.29238,14281,6778,70.0,70.0,1,1,0,27.48,150,177.48,2,1.0,1.0,0,1.0,1.0,3.7941399999999996,-0.79852,4.427961,3.326720000000001,3.9450399999999997,44.440001565557694,0.4499944633320583,0.0,27.846854064199636,51.678405206973125,124.41525530006251,0.35719093658071177,0.003616875295933522,0.0,0.22382186169243543,0.41537032643091926,4,1,-1
4505,4505,35.1722919,31.7619568,35.175568,31.7612787,50.29,0.33,67.4,0.34,55.15,0.34,362.33,0.5,100.58,0.5775,0.25674,6.0,455360,32161.12149,21506,5516,70.0,70.0,1,1,0,75.435,150,225.435,2,1.0,1.0,1,1.0,1.0,3.3753399999999996,-0.6103,4.309561,3.1988400000000006,3.8491299999999997,29.234221727075603,0.5431878882621217,74.40781673777386,24.50408896118676,46.95219704593618,175.64151236023451,0.16644255298324492,0.003092594005613335,0.42363457099575674,0.13951194471002812,0.26731833730535687,4,1,-1
4403,4006,35.1852207,31.7559341,35.1804238,31.7669492,218.83,1.62,324.13,1.62,265.19,1.62,1280.56,1.78,437.66,2.835,1.2603600000000004,6.0,433545,31942.96326,7844,21788,60.0,40.0,1,0,0,328.245,150,478.245,2,1.0,1.0,0,1.0,1.0,1.5388799999999998,-1.03038,3.6212139999999997,2.52468,3.3435099999999993,4.659368854423707,0.356871323696769,0.0,12.48689881658808,28.318349874937173,45.821488869645734,0.10168523479625052,0.007788296113904256,0.0,0.27251185250900867,0.6180146165808365,4,1,-1
4607,4302,35.169834,31.7587826,35.1887242,31.7520627,417.55,3.63,758.43,3.39,614.63,3.39,1960.85,2.72,835.1,6.3525,2.82414,6.0,173120,29340.63392,6718,20434,50.0,60.0,1,0,0,626.325,150,776.325,2,1.0,1.0,1,1.0,1.0,0.17829999999999968,-1.72926,2.676451,1.7298,2.74735,1.1951838226036875,0.1774156489857025,14.533422543757828,5.639525890452193,15.60123378640115,37.14678169220056,0.03217462639178326,0.004776070520880499,0.3912431139844695,0.15181734819402357,0.41998884090884314,4,1,-1
4401,4401,35.1800921,31.762896,35.1819794,31.7615264,83.11,0.35,107.4,0.39,84.86,0.39,280.51,0.39,166.22,0.6125,0.2723,6.0,309150,30697.11446,22021,21675,30.0,30.0,1,0,0,124.66499999999999,150,274.66499999999996,2,1.0,1.0,1,1.0,1.0,3.5389799999999996,-0.66972,4.238475,3.0675600000000003,3.7506699999999995,34.43178085687952,0.5118518762491713,69.30208553200772,21.48940450628734,42.549580670991475,168.28470344241524,0.2046043410514825,0.0030415828995671024,0.4118145268962129,0.12769671911173272,0.2528428300410047,4,1,-1
4502,4505,35.174404,31.7636192,35.1755213,31.7598315,139.99,0.72,148.59,0.73,115.94,0.58,416.76,0.58,279.98,1.26,0.56016,6.0,461958,32226.98463,22216,6675,60.0,70.0,1,1,0,209.985,150,359.985,2,1.0,1.0,0,1.0,1.0,3.2664799999999996,-0.73188,4.023964,2.84004,3.58003,26.218886241697238,0.481003852284963,0.0,17.11645018146016,35.87461706943142,79.69095734487378,0.32900704314833784,0.00603586489999551,0.0,0.2147853502046201,0.45017174174704655,4,1,-1
4507,4503,35.161352,31.7657577,35.1788121,31.7585329,443.18,3.12,638.08,3.18,521.73,3.18,2034.36,2.83,886.36,5.46,2.4273600000000006,6.0,16546,25700.16448,8543,21948,0.0,60.0,0,0,0,664.77,150,814.77,2,1.0,1.0,0,1.0,1.0,0.03127999999999975,-1.54346,2.764064,1.6272800000000003,2.6704600000000003,1.0317743602656166,0.21364062457971061,0.0,5.090011042449204,14.446613106614597,20.78203913390913,0.049647407245139684,0.010280060739137129,0.0,0.2449235616222115,0.6951489703935116,4,1,-1
4406,4006,35.1824772,31.7557311,35.1814399,31.7664199,397.05,2.45,487.95,2.4,400.14,2.4,1424.36,1.98,794.1,4.2875,1.9061000000000003,6.0,111102,28558.59128,5470,19617,50.0,40.0,1,0,0,595.575,150,745.575,2,1.0,1.0,1,1.0,1.0,1.25128,-1.3002799999999999,3.0387649999999997,1.8118000000000003,2.8088499999999996,3.494813456956697,0.2724554948142124,20.879441195736206,6.121456142475496,16.590827791934455,47.35899408191706,0.07379408124487828,0.005752983147043726,0.44087594342947706,0.12925646460917617,0.3503205275694249,4,1,-1
4406,4406,35.1864935,31.754108,35.1891606,31.7529343,282.1,1.84,149.34,0.65,122.64,0.65,372.69,0.52,564.2,3.22,1.4315200000000003,6.0,67520,27245.66578,5449,22653,50.0,50.0,1,0,0,423.15000000000003,150,573.1500000000001,2,1.0,1.0,0,1.0,1.0,3.3546199999999997,-0.7452799999999999,3.434768,2.2716000000000003,3.1536999999999997,28.634720929064812,0.47460139294377707,0.0,9.69490025161885,23.422567952443565,62.22679052607101,0.4601670869891288,0.00762696242135346,0.0,0.1557994582342633,0.3764064923552544,4,1,-1
4502,4502,35.1775046,31.7639015,35.1783946,31.7676894,212.89,1.54,312.07,1.56,255.32,1.56,435.94,0.61,425.78,2.695,1.1981200000000003,6.0,143327,29043.57906,7202,21803,60.0,60.0,1,1,0,319.335,150,469.335,2,1.0,1.0,0,1.0,1.0,3.2281199999999997,-1.01064,3.654878,2.5484400000000003,3.3613299999999997,25.23217586208459,0.36398595400073414,0.0,12.787140276345607,28.827505977004108,67.21080806943505,0.3754184272865369,0.005415586636374058,0.0,0.19025422612290713,0.4289117599541818,4,1,-1
4603,4505,35.1719676,31.7485014,35.1711346,31.7616987,248.32,2.09,435.04,2.11,354.66,2.11,1715.93,2.38,496.64,3.6575,1.62602,6.0,86854,27828.34508,6882,21498,60.0,70.0,1,1,0,372.48,150,522.48,2,1.0,1.0,0,1.0,1.0,0.6681399999999993,-1.20932,3.434253,2.40672,3.25504,1.9506058175643741,0.2984001225387405,0.0,11.097501578885236,25.920651339316368,39.26715885830472,0.049675247058314616,0.007599228750302902,0.0,0.28261534324218607,0.6601101809491964,4,1,-1
4504,4502,35.1768008,31.7561034,35.1768304,31.7645319,507.29,2.9,348.73,1.59,285.4,1.59,906.31,1.26,1014.58,5.075,2.2561999999999998,6.0,21532,25849.49799,21886,18281,60.0,60.0,1,1,0,760.9350000000001,150,910.9350000000001,2,1.0,1.0,0,1.0,1.0,2.2873799999999997,-1.0708,2.6957500000000003,1.3708400000000003,2.47813,9.849099207629315,0.3427342203382331,0.0,3.9386577788352257,11.918955119083188,26.04944632588596,0.3780924586424714,0.013157063534116265,0.0,0.15119928959569812,0.45755118822771434,4,1,-1
4507,4507,35.1649232,31.7663139,35.1599813,31.7691594,143.77,0.77,212.1,0.86,170.18,0.86,603.86,0.84,287.54,1.3475,0.5990600000000001,6.0,279001,30393.32462,21996,8528,0.0,0.0,0,0,0,215.65500000000003,150,365.65500000000003,2,1.0,1.0,1,1.0,1.0,2.8922799999999995,-0.84036,4.002789,2.8249200000000005,3.5686899999999993,18.034381151216266,0.4315551356121305,54.75063681756409,16.859596164443737,35.470096876309505,125.54626614514572,0.14364729199008178,0.003437419119364361,0.43609928434085127,0.1342899050852865,0.28252609946441615,4,1,-1
4401,4302,35.1806743,31.7612483,35.1861351,31.7518037,388.39,2.69,539.22,2.53,438.77,2.53,1297.39,1.8,776.78,4.7075,2.09282,6.0,77897,27558.90492,21857,3809,30.0,60.0,1,0,0,582.585,150,732.585,2,1.0,1.0,1,1.0,1.0,1.5052199999999996,-1.37754,2.990733,1.8464400000000003,2.83483,4.505144653095657,0.2521981981512591,19.900264040315786,6.337218818224515,17.027505378420468,48.02233108820768,0.09381353530757562,0.00525168588105438,0.4143960442853737,0.13196399830287864,0.3545747362231178,4,1,-1
4507,4507,35.1673286,31.7663497,35.1597942,31.7682563,184.19,1.11,254.92,1.27,208.89,1.27,633.54,0.88,368.38,1.9425,0.8635800000000001,6.0,102588,28304.08844,21748,8531,0.0,0.0,0,0,0,276.28499999999997,150,426.28499999999997,2,1.0,1.0,1,1.0,1.0,2.8329199999999997,-0.91778,3.829367,2.66324,3.4474299999999998,16.995013882404056,0.39940473611344895,46.03338987394152,14.342684194826656,31.41954023992453,109.19003292721021,0.1556462016430887,0.0036578863968262172,0.42158966931193204,0.13135525111882673,0.2877509915293263,4,1,-1
4401,4401,35.181378,31.764063,35.1815324,31.7624771,50.56,0.21,42.12,0.21,34.46,0.21,151.62,0.21,101.12,0.3675,0.16338000000000003,6.0,82796,27705.82468,7599,7604,30.0,30.0,1,0,0,75.84,150,225.84,2,1.0,1.0,0,1.0,1.0,3.7967599999999995,-0.56892,4.341697,3.1977600000000006,3.84832,44.55658702992701,0.5661365361065337,0.0,24.47763883075007,46.914181164839356,116.51454356162296,0.3824122351418013,0.004858934505520436,0.0,0.210082261686106,0.4026465686665724,4,1,-1
4506,4506,35.1725775,31.7651944,35.1738546,31.7662408,170.42,0.72,69.72,0.2,54.03,0.2,141.54,0.2,340.84,1.26,0.56016,6.0,74966,27470.92751,22002,7310,60.0,60.0,1,1,0,255.63,150,405.63,2,1.0,1.0,1,1.0,1.0,3.8169199999999996,-0.60806,3.963104,2.7183200000000003,3.48874,45.46396344719417,0.5444059928996927,52.62040645885866,15.154840714061583,32.74466342668006,146.52828003969415,0.3102743268048877,0.003715364656926393,0.35911433918833907,0.10342604656218017,0.22346992278766675,4,1,-1
4605,4601,35.1658979,31.7584158,35.1706801,31.7540686,225.98,1.34,269.24,1.34,220.47,1.34,653.88,0.91,451.96,2.345,1.0425200000000001,6.0,349062,31097.94672,6976,6764,70.0,70.0,1,1,0,338.96999999999997,150,488.96999999999997,2,1.0,1.0,1,1.0,1.0,2.7922399999999996,-0.94094,3.683158,2.49608,3.3220599999999996,16.317530162482207,0.3902608177185996,39.77179528935662,12.134832062730178,27.717389610720144,96.33180794300775,0.16938880844150725,0.004051214505903258,0.4128625439365426,0.12596910949610166,0.2877283236199452,4,1,-1
4605,4505,35.1654164,31.7580567,35.1710234,31.7604224,199.55,1.78,352.81,1.63,286.27,1.63,521.56,0.72,399.1,3.115,1.3848400000000003,6.0,417334,31781.9136,6982,6689,70.0,70.0,1,1,0,299.32500000000005,150,449.32500000000005,2,1.0,1.0,1,1.0,1.0,3.0568799999999996,-1.07254,3.616206,2.601800000000001,3.40135,21.26111888129404,0.3421383813251161,37.196177476824495,13.487994587812965,30.004578899538465,102.29200822679508,0.20784731133790327,0.003344722498423821,0.36362740473679617,0.13185775527945717,0.2933228061474196,4,1,-1
4603,4603,35.1695979,31.749599,35.1725042,31.7493476,71.5,0.35,70.21,0.35,57.44,0.35,252.76,0.35,143.0,0.6125,0.2723,6.0,70414,27333.8283,6903,989,60.0,60.0,1,1,0,107.25,150,257.25,2,1.0,1.0,1,1.0,1.0,3.59448,-0.61488,4.2616950000000005,3.1140000000000008,3.7855,36.39676874643471,0.5407057761095239,70.9301081531538,22.51090818610171,44.057693899405635,174.43618476120537,0.20865377671645427,0.00309973401934767,0.40662496861103475,0.12904953302503172,0.25257198762813154,4,1,-1
