orig_taz,dest_taz,orig_x,orig_y,dest_x,dest_y,car_time,car_dist,bike_regular_time,bike_regular_dist,bike_electric_time,bike_electric_dist,walk_time,walk_dist,pt_time,pt_dist,car_cost,pt_cost,request_id,rq_time,start,end,orig_median_pt,dest_median_pt,PTabove25,PTabove50,PTabove75,nsm_travel_time,nsm_wait_time,nsm_total_time,nsm_cost,walk_av,bike_av,car_av,pt_av,nsm_av,u_walk,u_bike,u_car,u_pt,u_nsm,exp_walk,exp_bike,exp_car,exp_pt,exp_nsm,exp_total,prc_walk,prc_bike,prc_car,prc_pt,prc_nsm,choice,nsmuser,served
4401,4401,35.1800729,31.7629313,35.1839118,31.7635965,306.51,1.79,265.22,1.24,214.76,1.24,388.15,0.54,613.02,3.1325,1.3926200000000002,6.0,378502,31392.2687,7594,7719,30.0,30.0,1,0,0,459.765,150,609.765,2,1.0,1.0,0,1.0,1.0,3.3236999999999997,-0.92952,3.3995629999999997,2.17396,3.08047,27.762883424412276,0.39474314161244023,0.0,8.793035608232467,21.768631248915383,58.719293423172566,0.4728068375130708,0.006722545838003248,0.0,0.14974695871872404,0.37072365793020196,4,1,-1
4601,4006,35.1700186,31.7545577,35.181121,31.7666957,330.07,2.84,556.2,2.76,454.56,2.76,1826.05,2.54,660.14,4.97,2.20952,6.0,240301,30009.12348,6779,21789,70.0,40.0,1,0,0,495.105,150,645.105,2,1.0,1.0,1,1.0,1.0,0.44789999999999974,-1.4091200000000002,3.066528,2.07972,3.0097899999999997,1.5650221856095885,0.24435822380262687,21.46723888026711,8.002227976746248,20.28314001856248,51.56198728498806,0.03035224722739177,0.00473911570653853,0.4163384696872838,0.15519626760150196,0.39337389977728393,4,1,-1
4401,4401,35.1803147,31.7634393,35.1810604,31.7620347,58.22,0.24,48.52,0.24,39.69,0.24,174.67,0.24,116.44,0.42,0.18672,6.0,151169,29121.06631,7577,7601,30.0,30.0,1,0,0,87.33,150,237.32999999999998,2,1.0,1.0,0,1.0,1.0,3.75066,-0.57938,4.318208,3.1671200000000006,3.8253399999999997,42.54915517731226,0.560245611187382,0.0,23.739017441164474,45.84838616789413,112.69680439755825,0.3775542297296422,0.004971264395492661,0.0,0.21064499182621735,0.4068295140486477,4,1,-1
4603,4406,35.169595,31.7487909,35.1814979,31.7553769,243.16,2.33,508.45,2.41,415.68,2.41,2031.92,2.82,486.32,4.0775,1.8127400000000002,6.0,8149,25446.48069,6890,20956,60.0,50.0,1,0,0,364.74,150,514.74,2,1.0,1.0,1,1.0,1.0,0.03615999999999975,-1.33136,3.379221,2.42736,3.2705200000000003,1.0368217246962645,0.264117816702185,29.347900191972617,11.328934179932084,26.325024797634157,68.30279871093731,0.015179783907306255,0.0038668666831640657,0.4296734650094674,0.16586339643089887,0.3854164879691634,4,1,-1
4406,4406,35.1893744,31.7533802,35.1848846,31.7542398,195.35,1.08,190.49,0.85,158.38,0.85,366.91,0.51,390.7,1.89,0.8402400000000001,6.0,440482,32011.70971,19626,5358,50.0,50.0,1,0,0,293.025,150,443.025,2,1.0,1.0,0,1.0,1.0,3.3661799999999995,-0.8167599999999999,3.8152160000000004,2.6186000000000007,3.41395,28.967658977289293,0.4418609673029672,0.0,13.716507026788332,30.385028392142587,73.51105536352318,0.3940585376449825,0.006010809736275701,0.0,0.18659107747750525,0.4133395751412365,4,1,-1
4605,4505,35.166665,31.7598647,35.1755327,31.7598045,167.41,1.21,268.39,1.33,219.28,1.33,691.37,0.96,334.82,2.1175,0.94138,6.0,170365,29313.49641,20989,22345,70.0,70.0,1,1,0,251.115,150,401.115,2,1.0,1.0,1,1.0,1.0,2.7172599999999996,-0.9385600000000001,3.8356970000000006,2.73036,3.49777,15.138785093886701,0.39119074463884845,46.32570543452994,15.338407852924682,33.04168677956806,110.23577590554822,0.13733096147350435,0.003548673209086195,0.42024202264628263,0.13914183237633193,0.2997365102947949,4,1,-1
4503,4508,35.1785744,31.7577009,35.1735502,31.7677905,244.82,1.63,402.72,1.82,329.46,1.82,1153.44,1.6,489.64,2.8525,1.26814,6.0,317090,30777.05609,21923,7302,60.0,60.0,1,1,0,367.23,150,517.23,2,1.0,1.0,0,1.0,1.0,1.7931199999999996,-1.15892,3.566511,2.42072,3.2655399999999997,6.008168740282871,0.31382492884893404,0.0,11.253959249215006,26.19425206850534,43.77020498685215,0.13726617780491607,0.00716983000064089,0.0,0.257114611471331,0.598449380723112,4,1,-1
4505,4302,35.1743068,31.7609603,35.1863096,31.7516491,320.44,2.84,733.24,3.24,592.08,3.24,1585.11,2.2,640.88,4.97,2.20952,6.0,374162,31348.31382,22040,3812,70.0,60.0,1,1,0,480.65999999999997,150,630.66,2,1.0,1.0,0,1.0,1.0,0.9297799999999996,-1.68416,3.085788,2.11824,3.0386800000000003,2.533951646929402,0.18560027072193228,0.0,8.316487581408516,20.877666518659424,31.913706017719274,0.07940010619645646,0.005815691559572632,0.0,0.26059297459188846,0.6541912276520825,4,1,-1
4506,4508,35.1690202,31.7608053,35.172988,31.7678023,216.72,1.61,285.7,1.26,230.31,1.26,833.24,1.16,433.44,2.8175,1.2525800000000002,6.0,381957,31427.72421,20983,21768,60.0,60.0,1,1,0,325.08,150,475.08,2,1.0,1.0,1,1.0,1.0,2.4335199999999997,-0.96062,3.628157,2.5331200000000003,3.3498399999999995,11.398935798110138,0.38265556596261346,37.64337590542763,12.592734239833746,28.498173571199793,90.51587508053393,0.12593300112238057,0.004227496730514471,0.4158759540460224,0.13912183060297123,0.31484171749811124,4,1,-1
4507,4507,35.1651879,31.7677231,35.1662549,31.7671064,89.41,0.61,99.08,0.15,99.71,0.61,106.5,0.15,178.82,1.0675,0.47458,6.0,228398,29890.2844,8457,7264,0.0,0.0,0,0,0,134.115,150,284.115,2,1.0,1.0,0,1.0,1.0,3.8869999999999996,-0.6994199999999999,4.155077,3.0423600000000004,3.73177,48.76437374321601,0.4968734068094073,0.0,20.954637871873288,41.75294551225572,111.96883053415443,0.4355173981060842,0.004437604683723506,0.0,0.18714706380255874,0.3728979334076335,4,1,-1
4402,4006,35.1859336,31.7568591,35.1812926,31.7665251,182.1,1.34,267.59,1.34,218.93,1.34,1088.42,1.51,364.2,2.345,1.0425200000000001,6.0,85802,27796.74717,5457,18194,70.0,40.0,1,0,0,273.15,150,423.15,2,1.0,1.0,0,1.0,1.0,1.9231599999999993,-0.93786,3.7709179999999995,2.6716000000000006,3.4536999999999995,6.842546789635491,0.3914646740241951,0.0,14.463091636533573,31.61715964665337,53.31426274684663,0.1283436445914317,0.007342588152873764,0.0,0.2712799707126967,0.5930337965429978,4,1,-1
4501,4502,35.1779857,31.7685492,35.1763135,31.7621838,160.14,0.93,183.28,0.92,149.95,0.92,705.12,0.98,320.28,1.6275,0.7235400000000001,6.0,400016,31609.45713,21501,7138,80.0,60.0,1,1,0,240.20999999999998,150,390.21,2,1.0,1.0,1,1.0,1.0,2.6897599999999997,-0.7999,3.926481,2.7594400000000006,3.5195799999999995,14.728140742459987,0.449373899260353,50.7281508451202,15.790997513162369,33.770241983264185,115.46690498326709,0.1275529186877774,0.0038917982544476627,0.43933065368359425,0.13675777934336011,0.29246685003082057,4,1,-1
4503,4401,35.1768335,31.7592454,35.1809087,31.7585677,167.29,1.23,257.82,1.22,212.01,1.22,705.41,0.98,334.58,2.1525,0.95694,6.0,148722,29096.4755,6655,21828,60.0,30.0,1,0,0,250.935,150,400.935,2,1.0,1.0,0,1.0,1.0,2.6891799999999995,-0.9240200000000001,3.8304910000000003,2.7308400000000006,3.4981299999999997,14.71960089762376,0.396920210342291,0.0,15.34577205596143,33.05358392816695,63.51587709209443,0.2317467942114878,0.006249149480637403,0.0,0.24160529238557044,0.5203987639223044,4,1,-1
4605,4505,35.1653878,31.7586862,35.1761395,31.7604562,243.93,1.76,353.17,1.77,288.95,1.77,935.74,1.3,487.86,3.08,1.3692800000000003,6.0,421633,31824.61682,6966,6659,70.0,70.0,1,1,0,365.895,150,515.895,2,1.0,1.0,0,1.0,1.0,2.2285199999999996,-1.0779,3.5328919999999995,2.4242800000000004,3.26821,9.28611245787643,0.34030942558136856,0.0,11.294094742932607,26.264284172783146,47.18480079917355,0.19680304463718487,0.007212267929873917,0.0,0.23935874585975628,0.5566259415731849,4,1,-1
4506,4302,35.1685906,31.7607518,35.1877951,31.7509128,541.97,4.29,1036.45,4.89,838.22,4.89,1984.51,2.76,1083.94,7.5075,3.3376200000000007,6.0,119195,28802.31986,22127,3823,60.0,60.0,1,1,0,812.955,150,962.955,2,1.0,1.0,0,1.0,1.0,0.13097999999999965,-2.1764400000000004,2.2478929999999995,1.23212,2.37409,1.1399449821843557,0.11344467566189319,0.0,3.428490236529488,10.741234214184065,15.423114108559801,0.07391146652748216,0.007355497395881393,0.0,0.22229558910069153,0.6964374469759449,4,1,-1
4503,4601,35.1762701,31.7610332,35.1714685,31.7540478,195.73,1.65,397.47,1.73,319.42,1.73,971.54,1.35,391.46,2.8875,1.2837,6.0,131764,28927.65371,16412,14307,60.0,70.0,1,1,0,293.59499999999997,150,443.59499999999997,2,1.0,1.0,1,1.0,1.0,2.1569199999999995,-1.13884,3.6592449999999994,2.6170800000000005,3.4128099999999995,8.644471641222307,0.3201902271390735,38.832013630646145,13.695673773391288,30.350409196466327,91.84275846886514,0.09412251749987233,0.003486287133324927,0.4228097487273345,0.14912088880729935,0.3304605578321689,4,1,-1
4603,4603,35.1729899,31.7478481,35.1692734,31.7482124,139.65,0.74,112.63,0.46,90.13,0.46,339.99,0.47,279.3,1.295,0.57572,6.0,135077,28961.68542,21652,6872,60.0,60.0,1,1,0,209.47500000000002,150,359.475,2,1.0,1.0,0,1.0,1.0,3.4200199999999996,-0.68026,4.019198,2.8414,3.5810499999999994,30.570026415464543,0.506485289069745,0.0,17.13974439017846,35.91122784716472,84.12748394187747,0.3633774003818414,0.006020449742912421,0.0,0.2037353738288438,0.42686677604640233,4,1,-1
4403,4403,35.1842056,31.7558375,35.1891122,31.7596583,235.03,1.76,281.67,1.3,228.26,1.3,872.92,1.21,470.06,3.08,1.3692800000000003,6.0,444572,32052.85685,7966,7744,60.0,60.0,1,1,0,352.545,150,502.545,2,1.0,1.0,0,1.0,1.0,2.3541599999999994,-0.95652,3.5506919999999997,2.45988,3.29491,10.529280550262728,0.3842276744031019,0.0,11.70340704686733,26.97498621188877,49.59190148342193,0.21231854870058894,0.0077477907261036425,0.0,0.2359943195721112,0.5439393410011962,4,1,-1
4506,4302,35.172987,31.7639746,35.1890168,31.7527079,305.38,2.72,771.79,3.7,629.08,3.7,2074.27,2.88,610.76,4.76,2.1161600000000003,6.0,125294,28862.40048,22235,22230,60.0,60.0,1,1,0,458.07,150,608.0699999999999,2,1.0,1.0,1,1.0,1.0,-0.04854000000000003,-1.7581600000000002,3.148584,2.1784800000000004,3.0838599999999996,0.9526192337743784,0.1723617177887383,23.30304409751569,8.832870087284832,21.842552133957174,55.103447270320814,0.01728783371938814,0.0031279661496164467,0.42289630235288217,0.16029614343279555,0.39639175434531765,4,1,-1
4506,4506,35.1686728,31.7607321,35.1697122,31.7611277,20.5,0.12,23.33,0.12,19.09,0.12,81.68,0.11,41.0,0.21,0.09336,6.0,461868,32226.03211,17450,7211,60.0,60.0,1,1,0,30.75,150,180.75,2,1.0,1.0,1,1.0,1.0,3.9366399999999997,-0.53818,4.426323999999999,3.3180000000000005,3.9384999999999994,51.24612472307319,0.5838098199267553,83.62345140909191,27.605085141238813,51.34153121559044,214.4000023089211,0.2390211015447403,0.0027229935337666888,0.3900347505062148,0.1287550599064997,0.23946609450877857,4,1,-1
4505,4505,35.1756473,31.7612879,35.175568,31.7612787,42.65,0.24,12.51,0.04,9.68,0.04,5.45,0.01,85.3,0.42,0.18672,6.0,33414,26213.64744,5530,5516,70.0,70.0,1,1,0,63.974999999999994,150,213.975,2,1.0,1.0,1,1.0,1.0,4.089099999999999,-0.51936,4.349348,3.2294,3.8720499999999998,59.68614998901081,0.5949011629046826,77.42796343205734,25.26449372620864,48.04076878009724,211.01427709027868,0.28285360977482654,0.0028192460297374326,0.366932344577477,0.11972883576687884,0.22766596385108034,4,1,-1
4601,4505,35.169715,31.7541731,35.174385,31.7613655,187.9,1.46,328.12,1.46,264.77,1.46,925.58,1.29,375.8,2.555,1.13588,6.0,29036,26078.08618,6778,21045,70.0,70.0,1,1,0,281.85,150,431.85,2,1.0,1.0,0,1.0,1.0,2.2488399999999995,-1.02954,3.726642,2.6484000000000005,3.4363,9.476736443669504,0.3571712215481379,0.0,14.131410291054049,31.071779634773243,55.03709759104493,0.17218815777835386,0.006489644933715638,0.0,0.25676154647648725,0.5645606508114432,4,1,-1
4605,4504,35.1686927,31.757983,35.1795746,31.7526552,359.18,3.24,508.56,2.23,387.11,1.91,1269.52,1.76,718.36,5.67,2.5207200000000007,6.0,154338,29152.71374,6839,5599,70.0,60.0,1,1,0,538.77,150,688.77,2,1.0,1.0,0,1.0,1.0,1.5609599999999997,-1.2742200000000001,2.8993879999999996,1.9632800000000001,2.92246,4.7633919070999,0.27964900940162557,0.0,7.122651088417735,18.586955175157577,30.752647180076835,0.15489371952948078,0.009093493895471762,0.0,0.23161099097290586,0.6044017956021417,4,1,-1
4403,4504,35.1863066,31.7569354,35.1809489,31.7583572,109.44,0.81,192.9,0.95,158.68,0.95,639.69,0.89,218.88,1.4175,0.6301800000000002,6.0,386299,31470.99552,7976,5527,60.0,60.0,1,1,0,164.16,150,314.15999999999997,2,1.0,1.0,0,1.0,1.0,2.8206199999999995,-0.8173600000000001,4.060556999999999,2.9622400000000004,3.6716799999999994,16.787255544733792,0.44159593024165483,0.0,19.34124766315657,39.31790448547205,75.88800362360406,0.22121092587962501,0.005819047927942878,0.0,0.25486568020799405,0.5181043459844381,4,1,-1
4503,4401,35.1785123,31.7562874,35.1805893,31.7612994,274.75,1.52,400.16,1.66,333.42,1.66,981.58,1.36,549.5,2.66,1.1825600000000003,6.0,294805,30553.17466,6645,21861,60.0,30.0,1,0,0,412.125,150,562.125,2,1.0,1.0,0,1.0,1.0,2.1368399999999994,-1.16684,3.5366039999999996,2.301,3.17575,8.472621797307076,0.31134925203348396,0.0,9.984161626023544,23.94477171437717,42.71290438974127,0.19836210902441043,0.007289348651932539,0.0,0.23375047350845868,0.5605980688151985,4,1,-1
4605,4505,35.1659714,31.7594312,35.1763325,31.7596601,311.22,2.1,338.7,1.64,276.96,1.64,844.06,1.17,622.44,3.675,1.6338000000000001,6.0,168172,29291.56543,6969,21928,70.0,70.0,1,1,0,466.83000000000004,150,616.83,2,1.0,1.0,1,1.0,1.0,2.41188,-1.05392,3.3057299999999996,2.15512,3.0663399999999994,11.154912680290215,0.3485686782666353,27.26844028630183,8.628925587913525,21.463203418702882,68.86405065147508,0.16198455616190613,0.0050616929293160725,0.3959749684825973,0.1253037761543394,0.31167500627184114,4,1,-1
4006,4502,35.1798986,31.7671661,35.1765381,31.7639367,89.36,0.8,160.54,0.8,131.34,0.8,534.2,0.74,178.72,1.4,0.6224000000000002,6.0,134406,28954.48719,21488,7139,40.0,60.0,1,0,0,134.04,150,284.03999999999996,2,1.0,1.0,1,1.0,1.0,3.0315999999999996,-0.76268,4.10344,3.04256,3.7319199999999997,20.730374668125197,0.4664147589698613,60.54821561784742,20.95882921856835,41.75920892382667,144.4630431873375,0.143499501400108,0.0032286095369389502,0.41912598739408674,0.14508090620373584,0.28906499546513054,4,1,-1
4604,4604,35.1673326,31.7572818,35.1687568,31.7530824,159.95,1.16,240.24,1.17,196.52,1.17,659.35,0.92,319.9,2.03,0.90248,6.0,85839,27797.92326,22148,6769,70.0,70.0,1,1,0,239.92499999999998,150,389.92499999999995,2,1.0,1.0,0,1.0,1.0,2.7813,-0.8930400000000001,3.8642320000000003,2.7602,3.52015,16.139989301736847,0.40940925490068225,0.0,15.80300323286798,33.78949650821296,66.14189829771847,0.24402065433754852,0.006189862484107213,0.0,0.23892575870343738,0.5108637244749069,4,1,-1
4603,4403,35.1701754,31.748945,35.1869958,31.7556753,320.49,2.9,1067.99,5.32,676.68,3.71,2459.08,3.42,640.98,5.075,2.2561999999999998,6.0,334013,30947.48515,6891,7943,60.0,60.0,1,1,0,480.735,150,630.735,2,1.0,1.0,1,1.0,1.0,-0.8181600000000007,-1.85336,3.06935,2.1180400000000006,3.0385299999999997,0.4412427947704836,0.15670973601392368,21.527904988004774,8.314824450210903,20.874535103543618,51.3152170725437,0.008598673452880536,0.0030538648173773684,0.41952282804476954,0.16203428387443702,0.4067903498105355,4,1,-1
4504,4504,35.1816343,31.7557927,35.1785088,31.7547485,127.5,1.12,269.96,0.93,216.62,0.93,460.39,0.64,255.0,1.96,0.8713600000000001,6.0,64517,27155.41215,5361,22346,60.0,60.0,1,1,0,191.25,150,341.25,2,1.0,1.0,1,1.0,1.0,3.1792199999999995,-0.9332400000000001,3.940024,2.8900000000000006,3.6174999999999997,24.02800439741477,0.3932774250487144,51.419835361766815,17.993309601550326,37.24434048522544,131.07876727100606,0.1833096610356179,0.003000313729191633,0.3922819571186234,0.13727097054818238,0.28413709756838473,4,1,-1
4406,4605,35.1813099,31.7486181,35.1651182,31.7604501,629.85,4.23,832.78,4.1,680.01,4.1,2121.5,2.95,1259.7,7.4025,3.2909400000000004,6.0,312227,30727.9995,5394,6949,50.0,70.0,1,0,0,944.7750000000001,150,1094.775,2,1.0,1.0,0,1.0,1.0,-0.14300000000000068,-1.86002,2.088471,0.8806000000000003,2.11045,0.8667540688954883,0.15566951694652426,0.0,2.4123466802898132,8.251953828464458,11.686724094596284,0.07416569963316398,0.013320201254558824,0.0,0.20641769761683992,0.7060964014954372,4,1,-1
4505,4505,35.1728113,31.7616756,35.1722342,31.7600161,71.0,0.45,123.0,0.52,98.69,0.52,325.31,0.45,142.0,0.7875,0.3501000000000001,6.0,311521,30720.54308,5511,22103,70.0,70.0,1,1,0,106.5,150,256.5,2,1.0,1.0,1,1.0,1.0,3.4493799999999997,-0.69738,4.235465,3.1160000000000005,3.787,31.480868118640856,0.4978880631568901,69.0937998817174,22.555975054319838,44.12383002995213,167.75236114778713,0.18766274229014707,0.0029679943683073333,0.4118797458883269,0.13445995573468195,0.2630295617185367,4,1,-1
4401,4401,35.1818679,31.7640482,35.1819862,31.7627881,25.73,0.17,32.77,0.16,26.81,0.16,145.11,0.2,51.46,0.2975,0.13226000000000002,6.0,177641,29386.33785,19612,7582,30.0,30.0,1,0,0,38.595,150,188.595,2,1.0,1.0,1,1.0,1.0,3.8097799999999995,-0.55362,4.402249,3.2970800000000002,3.92281,45.14050686232861,0.5748650278000316,81.6342578123934,27.033585489189605,50.54226919788006,204.9254843895917,0.2202776633505975,0.002805239326442843,0.39836069220749226,0.1319191001046752,0.24663730501079217,4,1,-1
4605,4501,35.1672859,31.7583242,35.1737998,31.7639198,221.48,1.73,443.32,1.76,350.27,1.76,906.34,1.26,442.96,3.0275,1.3459400000000001,6.0,228124,29887.53606,21967,7155,70.0,80.0,1,1,0,332.21999999999997,150,482.21999999999997,2,1.0,1.0,1,1.0,1.0,2.2873199999999994,-1.20054,3.5859609999999997,2.5140800000000008,3.33556,9.848508279404879,0.3010316109439822,36.08802164897774,12.355236730979668,28.094111521918823,86.6869097922251,0.11361009756848187,0.0034726305467054673,0.4163030120173283,0.14252713311148396,0.3240871267560004,4,1,-1
4603,4603,35.1688541,31.7489344,35.1692652,31.7497673,67.92,0.75,82.38,0.15,61.98,0.15,98.53,0.14,135.84,1.3125,0.5835000000000001,6.0,244444,30050.16148,21640,22356,60.0,60.0,1,1,0,101.88,150,251.88,2,1.0,1.0,0,1.0,1.0,3.9029399999999996,-0.62396,4.159935,3.1283200000000004,3.79624,49.54790602279619,0.535818389974406,0.0,22.835583518500375,44.533423627678005,117.45273155894898,0.4218540119514234,0.004561991729459959,0.0,0.19442360527000005,0.37916039104911653,4,1,-1
4401,4401,35.1806743,31.7612483,35.1798352,31.7647619,206.06,1.23,270.7,1.24,225.39,1.24,886.96,1.23,412.12,2.1525,0.95694,6.0,429840,31906.09526,21857,21862,30.0,30.0,1,0,0,309.09000000000003,150,459.09000000000003,2,1.0,1.0,0,1.0,1.0,2.3260799999999993,-0.95078,3.7529510000000004,2.5757600000000007,3.3818199999999994,10.237730866631164,0.3864394830722439,0.0,13.141300752815777,29.42427459011077,53.189745692629955,0.19247564983281576,0.007265300445416296,0.0,0.24706455317075626,0.5531944965510117,4,1,-1
4605,4504,35.1640862,31.7584528,35.1772397,31.7552368,342.93,2.52,524.44,2.46,426.72,2.46,1410.35,1.96,685.86,4.41,1.96056,6.0,339378,31001.57661,7018,21875,70.0,60.0,1,1,0,514.395,150,664.395,2,1.0,1.0,0,1.0,1.0,1.2792999999999997,-1.35344,3.1279440000000003,2.0282800000000005,2.97121,3.5941229587325427,0.2583500062647146,0.0,7.601001386544881,19.515519093558986,30.968993445101123,0.11605553035179722,0.008342215148926066,0.0,0.24543908409613668,0.6301631704031401,4,1,-1
4601,4601,35.1710174,31.7538267,35.1700142,31.7550172,61.7,0.46,107.95,0.18,80.96,0.18,129.54,0.18,123.4,0.805,0.3578800000000001,6.0,476483,32372.44474,14281,6785,70.0,70.0,1,1,0,92.55000000000001,150,242.55,2,1.0,1.0,0,1.0,1.0,3.8409199999999997,-0.66192,4.251342,3.1532,3.8148999999999997,46.56829757189411,0.5158599319804449,0.0,23.410859595800435,45.37221893418516,115.86723603386014,0.4019108348997412,0.004452163956251567,0.0,0.2020490036455088,0.39158799749849854,4,1,-1
4406,4406,35.1837861,31.7552692,35.1892969,31.7529789,163.53,1.33,292.84,1.18,242.55,1.18,567.88,0.79,327.06,2.3275,1.03474,6.0,275020,30353.26982,21695,22648,50.0,50.0,1,0,0,245.29500000000002,150,395.295,2,1.0,1.0,0,1.0,1.0,2.9642399999999993,-0.9851000000000001,3.8107809999999995,2.7458800000000005,3.50941,19.379968866779414,0.3734018848811011,0.0,15.578316820831615,33.42853912647863,68.76022669897077,0.28184853071564264,0.0054304923472087725,0.0,0.226559997962671,0.48616097897447746,4,1,-1
4401,4401,35.1801345,31.7595555,35.1823886,31.7639933,415.66,2.9,386.41,1.8,312.56,1.8,754.09,1.05,831.32,5.075,2.2561999999999998,6.0,429670,31904.51608,21821,7718,30.0,30.0,1,0,0,623.49,150,773.49,2,1.0,1.0,0,1.0,1.0,2.5918199999999993,-1.12512,2.87901,1.7373600000000002,2.7530200000000002,13.354053877680647,0.32461351139967104,0.0,5.682322272678412,15.689944037871678,35.050933699630406,0.38098996141211094,0.009261194414432787,0.0,0.16211614564602397,0.44763269852743237,4,1,-1
4504,4302,35.1769723,31.7556599,35.187298,31.7508023,558.83,3.43,586.56,2.6,479.26,2.6,1245.79,1.73,1117.66,6.0025,2.66854,6.0,112219,28593.34915,21884,3814,60.0,60.0,1,1,0,838.2450000000001,150,988.2450000000001,2,1.0,1.0,1,1.0,1.0,1.6084199999999997,-1.45852,2.448351,1.1646800000000002,2.3235099999999997,4.994913027315108,0.23258023888705032,11.569253282348669,3.204897152005935,10.211453678953275,30.21309737951004,0.16532277259009415,0.007697993885419438,0.38292178842261704,0.10607641817549751,0.3379810269263718,4,1,-1
4601,4006,35.1705808,31.7545512,35.1814845,31.7665373,334.92,2.89,643.08,2.88,516.74,2.86,1838.62,2.55,669.84,5.0575,2.2484200000000003,6.0,396591,31575.15474,14279,21792,70.0,40.0,1,0,0,502.38,150,652.38,2,1.0,1.0,0,1.0,1.0,0.4227599999999998,-1.53348,3.043213,2.060320000000001,2.99524,1.5261679716960952,0.21578343284088894,0.0,7.848480922414264,19.9901569518551,29.580589278806347,0.05159356216035734,0.007294764509491758,0.0,0.26532537430001363,0.6757862990301373,4,1,-1
4605,4605,35.1654519,31.7580036,35.1661891,31.7588031,99.07,0.63,241.85,1.04,194.31,1.04,426.74,0.59,198.14,1.1025,0.49014,6.0,181392,29425.70236,20659,21728,70.0,70.0,1,1,0,148.605,150,298.605,2,1.0,1.0,0,1.0,1.0,3.2465199999999994,-0.88862,4.130311,3.0037200000000004,3.7027899999999994,25.7007455189528,0.4112228488974857,0.0,20.16039426887945,40.56030990866839,86.83267254539813,0.2959801278201573,0.004735807811080431,0.0,0.23217521329127733,0.4671088510774849,4,1,-1
4006,4006,35.1815868,31.7663143,35.1812926,31.7665251,22.73,0.08,16.91,0.08,13.84,0.08,26.19,0.04,45.46,0.14,0.062240000000000004,6.0,264683,30251.2511,19614,18194,40.0,40.0,1,0,0,34.095,150,184.095,2,1.0,1.0,1,1.0,1.0,4.047619999999999,-0.52768,4.4327559999999995,3.3090800000000007,3.9318099999999996,57.26101352986742,0.5899721184874157,84.16305094035158,27.359942742300923,50.99920273729107,220.37318206829838,0.25983657808290395,0.0026771502455528854,0.3819114928161615,0.12415277796288975,0.2314220008924921,4,1,-1
4006,4508,35.1811306,31.766539,35.174205,31.7678421,94.48,0.85,176.35,0.87,144.04,0.87,553.37,0.77,188.96,1.4875,0.6613000000000001,6.0,472572,32333.25019,21790,23425,40.0,60.0,1,0,0,141.72,150,291.72,2,1.0,1.0,0,1.0,1.0,2.9932599999999994,-0.78808,4.079585,3.0220800000000008,3.7165599999999994,19.950615599946964,0.4547170143516588,0.0,20.53395792840746,41.122688466322515,82.06197900902859,0.2431164327361879,0.005541141218415292,0.0,0.25022499062749,0.5011174354179069,4,1,-1
4406,4406,35.1814289,31.755114,35.1867355,31.7539995,232.54,2.01,250.29,1.07,204.11,1.07,608.03,0.84,465.08,3.5175,1.56378,6.0,273278,30336.14218,22143,5352,50.0,50.0,1,0,0,348.81,150,498.81,2,1.0,1.0,1,1.0,1.0,2.88394,-0.90822,3.4875969999999996,2.4698400000000005,3.3023799999999994,17.884599868540132,0.40324135520981613,32.70725765785264,11.820555411469352,27.177243850660062,89.99289814373199,0.1987334582777385,0.004480813081114245,0.3634426530592925,0.13134986932624587,0.30199320625560894,4,1,-1
4604,4603,35.1658871,31.754882,35.1705898,31.7483858,253.33,1.66,342.51,1.44,278.4,1.44,975.52,1.35,506.66,2.905,1.2914800000000002,6.0,67111,27233.3858,7041,22362,70.0,60.0,1,1,0,379.995,150,529.995,2,1.0,1.0,0,1.0,1.0,2.1489599999999998,-1.0568,3.541322,2.38668,3.24001,8.5759347855272,0.34756624467048786,0.0,10.877321223092036,25.533977085845684,45.33479933913541,0.18916891462060575,0.007666654528907337,0.0,0.2399331502875354,0.5632312805629516,4,1,-1
4605,4505,35.1624405,31.7586322,35.1760072,31.7607256,270.12,2.17,399.84,1.64,341.92,1.64,1165.9,1.62,540.24,3.7975,1.68826,6.0,204484,29653.17717,21708,5541,70.0,70.0,1,1,0,405.18,150,555.1800000000001,2,1.0,1.0,1,1.0,1.0,1.7681999999999993,-1.18384,3.368869,2.3195200000000007,3.18964,5.8602953304106515,0.3061010508525226,29.045657834744098,10.170791154456571,24.279685182916285,69.66253055338014,0.08412406617816011,0.004394055863617634,0.41694807242879806,0.14600088560755087,0.34853291992187324,4,1,-1
4605,4505,35.1654906,31.7581146,35.174188,31.7603051,275.39,1.84,467.17,2.03,393.54,2.03,973.28,1.35,550.78,3.22,1.4315200000000003,6.0,452293,32130.55193,22372,16415,70.0,70.0,1,1,0,413.085,150,563.085,2,1.0,1.0,0,1.0,1.0,2.15344,-1.28708,3.448188,2.2984400000000003,3.1738299999999997,8.61444116324928,0.27607574845385136,0.0,9.95863486046186,23.898841859455935,42.74799363162093,0.20151685334015607,0.006458215345331122,0.0,0.23296145653711808,0.5590634747773947,4,1,-1
