orig_taz,dest_taz,orig_x,orig_y,dest_x,dest_y,car_time,car_dist,bike_regular_time,bike_regular_dist,bike_electric_time,bike_electric_dist,walk_time,walk_dist,pt_time,pt_dist,car_cost,pt_cost,request_id,rq_time,start,end,orig_median_pt,dest_median_pt,PTabove25,PTabove50,PTabove75,nsm_travel_time,nsm_wait_time,nsm_total_time,nsm_cost,walk_av,bike_av,car_av,pt_av,nsm_av,u_walk,u_bike,u_car,u_pt,u_nsm,exp_walk,exp_bike,exp_car,exp_pt,exp_nsm,exp_total,prc_walk,prc_bike,prc_car,prc_pt,prc_nsm,choice,nsmuser,served
4403,4503,35.1865452,31.7573517,35.179307,31.7596455,181.32,1.73,372.99,1.87,329.32,1.9,754.45,1.05,362.64,3.0275,1.3459400000000001,6.0,182765,29439.2376,5467,5521,60.0,60.0,1,1,0,271.98,150,421.98,2,1.0,1.0,0,1.0,1.0,2.5910999999999995,-1.1586400000000001,3.666281,2.6747200000000007,3.45604,13.344442419428905,0.31391281213209715,0.0,14.50828695046686,31.69123042924368,59.857872611271546,0.2229354609057068,0.005244302853372469,0.0,0.24237892724130786,0.5294413089996128,4,1,-1
4504,4504,35.1793735,31.7520086,35.1811778,31.7574933,166.38,1.47,268.42,0.91,212.36,0.91,609.11,0.85,332.76,2.5725,1.14366,6.0,196667,29576.37483,5596,22035,60.0,60.0,1,1,0,249.57,150,399.57,2,1.0,1.0,1,1.0,1.0,2.8817799999999996,-0.92472,3.7669589999999995,2.7344800000000005,3.5008600000000003,17.846010823995606,0.3966424634178164,43.24834643801714,15.401732452378882,33.14394349698224,110.03667567479167,0.1621823879588899,0.0036046387350893347,0.393035741699755,0.13996908174414496,0.30120814986212086,4,1,-1
4603,4605,35.1694732,31.7485605,35.1658162,31.7593353,321.5,2.1,451.37,2.12,367.59,2.12,1295.71,1.8,643.0,3.675,1.6338000000000001,6.0,477977,32387.2028,6897,21726,60.0,70.0,1,1,0,482.25,150,632.25,2,1.0,1.0,1,1.0,1.0,1.5085799999999994,-1.23518,3.28517,2.1140000000000008,3.0355,4.520307398276854,0.29078241682186584,26.713525228187002,8.281300323764743,20.811380988981075,60.61729635603153,0.0745712473173851,0.004797020558521371,0.4406914665294035,0.13661612809527324,0.3433241374994169,4,1,-1
4403,4403,35.1853492,31.7560729,35.1867734,31.7582123,121.46,0.92,191.8,0.76,154.48,0.76,403.62,0.56,242.92,1.61,0.7157600000000002,6.0,24164,25927.57212,21244,7975,60.0,60.0,1,1,0,182.19,150,332.19,2,1.0,1.0,1,1.0,1.0,3.2927599999999995,-0.80896,4.006564,2.9141600000000007,3.6356200000000003,26.91705229281283,0.4453209592744777,54.95771107830614,18.43332190724758,37.92535933218025,138.67876556982128,0.1940964226369665,0.0032111690455614112,0.3962950697786267,0.1329210123230212,0.2734763262158242,4,1,-1
4605,4505,35.1654687,31.7591205,35.1744448,31.7612638,250.71,1.7,312.0,1.39,252.71,1.39,821.16,1.14,501.42,2.975,1.3226000000000002,6.0,213386,29741.22724,6970,5526,70.0,70.0,1,1,0,376.065,150,526.065,2,1.0,1.0,1,1.0,1.0,2.45768,-1.00542,3.53567,2.3971600000000004,3.24787,11.677687852851045,0.365890928338015,34.318000073322835,10.991914971932783,25.73546495575022,83.0889587821949,0.1405443999299875,0.004403604687081741,0.413027200921873,0.1322909220796282,0.30973387238142963,4,1,-1
4601,4601,35.1712952,31.7539631,35.1690989,31.7539985,80.12,0.5,137.79,0.51,116.37,0.58,223.08,0.31,160.24,0.875,0.389,6.0,54094,26838.4013,14350,6768,70.0,70.0,1,1,0,120.18,150,270.18,2,1.0,1.0,1,1.0,1.0,3.6538399999999998,-0.73274,4.20361,3.0795200000000005,3.75964,38.62269279611959,0.4805903667962426,66.92750375080873,21.747960869213866,42.932967328134744,170.71171511107318,0.22624512190619034,0.002815216088032082,0.39204985848371626,0.12739583135851928,0.25149397216354197,4,1,-1
4506,4302,35.1694217,31.7615767,35.1885969,31.7520097,373.52,3.11,849.35,4.08,687.76,4.03,2071.87,2.88,747.04,5.4425,2.4195800000000003,6.0,406336,31671.9676,7213,22400,60.0,60.0,1,1,0,560.28,150,710.28,2,1.0,1.0,0,1.0,1.0,-0.043740000000000556,-1.87552,2.9061069999999996,1.90592,2.8794399999999998,0.9572027978498363,0.15327524299216724,0.0,6.725592327177934,17.804299979388308,25.640370347408243,0.0373318631860788,0.005977887250277587,0.0,0.2623048043398392,0.6943854452238045,4,1,-1
4604,4604,35.1669883,31.752663,35.1639399,31.7569048,130.31,1.01,167.13,0.81,137.3,0.81,542.89,0.75,260.62,1.7675,0.78578,6.0,27716,26037.08604,21976,7037,70.0,70.0,1,1,0,195.465,150,345.46500000000003,2,1.0,1.0,1,1.0,1.0,3.01422,-0.7746,3.9643569999999997,2.8787600000000007,3.60907,20.373193650364747,0.46088809937258257,52.686381152665525,17.792197170823613,36.931690366719764,128.24435043994623,0.15886230918144834,0.003593827703064436,0.4108280869443625,0.13873669373962227,0.28797908243150244,4,1,-1
4506,4506,35.1736207,31.7653069,35.1669587,31.7601712,119.73,1.02,303.49,1.21,242.06,1.21,882.78,1.23,239.46,1.785,0.79356,6.0,259563,30200.31469,22783,22131,60.0,60.0,1,1,0,179.595,150,329.595,2,1.0,1.0,0,1.0,1.0,2.33444,-0.98412,3.9827939999999997,2.92108,3.64081,10.323677051166108,0.37376799809445793,0.0,18.561322867376074,38.12270361254824,67.38147152918488,0.15321240122656898,0.005547044159351256,0.0,0.2754662735339139,0.5657742810801659,4,1,-1
4604,4402,35.1674636,31.7564458,35.1837591,31.7571688,413.75,2.85,739.81,3.15,567.21,2.8,1651.82,2.29,827.5,4.9875,2.2173000000000003,6.0,233070,29936.68379,16452,8028,70.0,70.0,1,1,0,620.625,150,770.625,2,1.0,1.0,0,1.0,1.0,0.7963599999999995,-1.6344200000000002,2.896445,1.745,2.75875,2.2174546854034647,0.19506547647186534,0.0,5.725901475421306,15.780105483060805,23.91852712035744,0.09270866363322823,0.008155413395243807,0.0,0.2393918925947535,0.6597440303767745,4,1,-1
4502,4502,35.1782422,31.7678562,35.1765381,31.7639367,68.8,0.62,124.63,0.62,101.97,0.62,466.53,0.65,137.6,1.085,0.48236,6.0,274968,30352.73633,7140,7139,60.0,60.0,1,1,0,103.19999999999999,150,253.2,2,1.0,1.0,0,1.0,1.0,3.1669399999999994,-0.70394,4.193574,3.1248000000000005,3.7935999999999996,23.73474480257405,0.4946326070331581,0.0,22.75534356967559,44.4160104428984,91.4007314221812,0.2596778431995576,0.005411692000017412,0.0,0.24896237935524118,0.48594808544518375,4,1,-1
4503,4503,35.1765043,31.7619743,35.1779102,31.7556468,127.09,0.98,232.93,0.91,185.41,0.91,694.14,0.96,254.18,1.715,0.76244,6.0,100191,28232.02593,21050,21891,60.0,60.0,1,1,0,190.635,150,340.635,2,1.0,1.0,1,1.0,1.0,2.7117199999999997,-0.8708199999999999,3.9789660000000002,2.8916400000000007,3.6187300000000002,15.055148112816756,0.4186081497902753,53.46172621327104,18.02284283993296,37.29017920905833,124.24850452486936,0.12116965246695056,0.003369120227169313,0.43028064134623234,0.14505480696812362,0.30012577899152415,4,1,-1
4603,4406,35.1710988,31.7486945,35.1818812,31.7543666,362.05,3.13,596.62,2.9,490.71,2.9,2507.22,3.48,724.1,5.4775,2.43514,6.0,392588,31534.83118,6893,5475,60.0,50.0,1,0,0,543.075,150,693.075,2,1.0,1.0,0,1.0,1.0,-0.9144399999999999,-1.48142,2.923601,1.9518000000000004,2.91385,0.40074097821416116,0.22731467226203167,0.0,7.041350611543197,18.42760846308592,26.09701472510531,0.015355816840944976,0.008710370693984209,0.0,0.26981440926150924,0.7061194032035616,4,1,-1
4503,4503,35.17908,31.7556451,35.1771188,31.7599061,185.77,1.13,207.44,0.93,167.6,0.93,482.71,0.67,371.54,1.9775,0.8791399999999999,6.0,314648,30751.97072,21898,21926,60.0,60.0,1,1,0,278.65500000000003,150,428.65500000000003,2,1.0,1.0,1,1.0,1.0,3.1345799999999997,-0.8351999999999999,3.8207609999999996,2.6569200000000004,3.44269,22.978982642294994,0.4337877152136155,45.6389263319086,14.252324268847277,31.270964023000545,114.57498498126503,0.20055846087217424,0.003786059542443293,0.39833237891649165,0.12439298395873911,0.2729301167101517,4,1,-1
4505,4604,35.1722679,31.7610199,35.1670593,31.7564088,156.25,1.24,260.73,1.09,208.91,1.09,616.68,0.86,312.5,2.17,0.96472,6.0,302074,30626.40185,6683,6990,70.0,70.0,1,1,0,234.375,150,384.375,2,1.0,1.0,0,1.0,1.0,2.8666399999999994,-0.9178200000000001,3.849848,2.7750000000000004,3.53125,17.57785726471546,0.39938876024352393,0.0,16.038626995655676,34.16664924473404,68.1825222653487,0.25780591096801897,0.005857641327629484,0.0,0.2352307668120211,0.5011056808923304,4,1,-1
4406,4605,35.1889174,31.7533213,35.165021,31.7596022,583.74,4.87,958.52,4.27,774.36,4.27,2356.44,3.27,1167.48,8.5225,3.7888600000000006,6.0,89161,27899.47383,5347,22452,50.0,70.0,1,0,0,875.61,150,1025.6100000000001,2,1.0,1.0,1,1.0,1.0,-0.6128800000000005,-2.0487200000000003,2.0064189999999993,1.0650400000000002,2.24878,0.5417882697945965,0.1288997897690401,7.436639003981459,2.900955019939699,9.476167856540672,20.484449940025467,0.026448758515891246,0.0062925677841696465,0.3630382571049996,0.14161742338374414,0.4626029932111953,4,1,-1
4605,4501,35.1676252,31.7590321,35.1748867,31.7659647,451.22,3.15,288.68,1.17,230.57,1.17,841.26,1.17,902.44,5.5125,2.4507,6.0,175420,29363.811,6840,7177,70.0,80.0,1,1,0,676.83,150,826.83,2,1.0,1.0,1,1.0,1.0,2.4174799999999994,-0.96114,2.739815,1.5951200000000005,2.6463399999999995,11.217555427285125,0.3824566367943792,15.484120269101803,4.928920507093171,14.102329549302386,46.115382389576865,0.2432497541171978,0.008293472090579979,0.33576909627017576,0.10688235143437128,0.3058053260876752,4,1,-1
4401,4401,35.1787775,31.7608579,35.1826417,31.7625401,261.09,2.32,285.02,1.29,230.36,1.29,479.05,0.67,522.18,4.06,1.80496,6.0,93793,28040.56323,7186,23046,30.0,30.0,1,0,0,391.635,150,541.635,2,1.0,1.0,1,1.0,1.0,3.1418999999999997,-0.96072,3.346084,2.35564,3.21673,23.147805934657548,0.38261730231923125,28.3913351993309,10.544875422836245,24.9464118942025,87.41304575334642,0.26480951138544884,0.004377118987466279,0.32479517164340427,0.12063274230932008,0.28538545567436063,4,1,-1
4601,4604,35.1714685,31.7540478,35.165663,31.756185,104.37,0.8,164.44,0.8,135.77,0.8,553.39,0.77,208.74,1.4,0.6224000000000002,6.0,230991,29915.91982,14307,20647,70.0,70.0,1,1,0,156.555,150,306.555,2,1.0,1.0,0,1.0,1.0,2.9932199999999995,-0.77154,4.0734200000000005,2.98252,3.68689,19.94981759128325,0.46230057694519266,0.0,19.737492508006426,39.92050094152797,80.07011161776285,0.24915436219846057,0.005773697171200588,0.0,0.24650262262938868,0.49856931800095006,4,1,-1
4402,4503,35.1840376,31.7612479,35.1788121,31.7585329,404.91,2.98,489.54,2.42,401.54,2.42,1257.88,1.75,809.82,5.215,2.31844,6.0,463533,32242.6047,8047,21948,70.0,60.0,1,1,0,607.365,150,757.365,2,1.0,1.0,0,1.0,1.0,1.5842399999999994,-1.30308,2.878726,1.78036,2.7852699999999997,4.875584525847495,0.27169368645814573,0.0,5.931991551202649,16.204192418125885,27.283462181634174,0.17870109348253788,0.009958182163590512,0.0,0.2174207771620627,0.593919947191809,4,1,-1
4508,4508,35.1737809,31.7689533,35.170778,31.7677264,159.14,0.73,138.92,0.69,113.66,0.69,373.57,0.52,318.28,1.2775,0.56794,6.0,80331,27632.97099,7303,21762,60.0,60.0,1,1,0,238.70999999999998,150,388.71,2,1.0,1.0,0,1.0,1.0,3.3528599999999997,-0.72732,3.9829410000000003,2.76344,3.5225799999999996,28.584368143678528,0.48320223836227666,0.0,15.854287999800995,33.871704827383034,78.79356320922483,0.36277542199452134,0.0061325090360389405,0.0,0.20121298433607124,0.42987908463336855,4,1,-1
4505,4507,35.1721814,31.7616481,35.1640476,31.7684976,302.41,2.06,411.65,1.94,334.29,1.94,1095.68,1.52,604.82,3.605,1.60268,6.0,457861,32186.00805,22048,8489,70.0,0.0,0,0,0,453.615,150,603.615,2,1.0,1.0,0,1.0,1.0,1.9086399999999997,-1.16858,3.3342419999999997,2.19036,3.09277,6.743910840191583,0.31080797538219646,0.0,8.938430370491337,22.038038873620913,38.03118805968603,0.17732579980430035,0.00817244980341964,0.0,0.23502895456390666,0.5794727958283733,4,1,-1
