node_index,probability
7026,0.00034002
7027,0.00034002
7028,0.00034002
7029,0.00034002
7030,0.00034002
7031,0.00034002
7032,0.00034002
7033,0.00034002
7034,0.00034002
7035,0.00034002
7036,0.00034002
7037,0.00034002
7038,0.00034002
7039,0.00034002
7040,0.00034002
7041,0.00034002
7042,0.00034002
7043,0.00034002
7044,0.00034002
7045,0.00034002
7046,0.00034002
7047,0.00034002
7048,0.00034002
7049,0.00034002
7050,0.00034002
7051,0.00034002
7052,0.00034002
7053,0.00034002
7054,0.00034002
7055,0.00034002
7056,0.00034002
7057,0.00034002
7058,0.00034002
7059,0.00034002
7060,0.00034002
7061,0.00034002
7062,0.00034002
7063,0.00034002
7064,0.00034002
7065,0.00034002
7066,0.00034002
7067,0.00034002
7068,0.00034002
7069,0.00034002
7070,0.00034002
7071,0.00034002
7072,0.00034002
7073,0.00034002
7074,0.00034002
7075,0.00034002
7076,0.00034002
7077,0.00034002
7078,0.00034002
7079,0.00034002
7080,0.00034002
7081,0.00034002
7082,0.00034002
7083,0.00034002
7084,0.00034002
7085,0.00034002
7086,0.00034002
7087,0.00034002
7088,0.00034002
7089,0.00034002
7090,0.00034002
7091,0.00034002
7092,0.00034002
7093,0.00034002
7094,0.00034002
7095,0.00034002
7096,0.00034002
7097,0.00034002
7098,0.00034002
7099,0.00034002
7100,0.00034002
7101,0.00034002
7102,0.00034002
7103,0.00034002
7104,0.00034002
7105,0.00034002
7106,0.00034002
7107,0.00034002
7108,0.00034002
7109,0.00034002
7110,0.00034002
7111,0.00034002
7112,0.00034002
7113,0.00034002
7114,0.00034002
7115,0.00034002
7116,0.00034002
7117,0.00034002
7118,0.00034002
7119,0.00034002
7120,0.00034002
7121,0.00034002
7122,0.00034002
7123,0.00034002
7124,0.00034002
7125,0.00034002
7126,0.00034002
7127,0.00034002
7128,0.00034002
7129,0.00034002
7130,0.00034002
7131,0.00034002
7132,0.00034002
7133,0.00034002
7134,0.00034002
7135,0.00034002
7136,0.00034002
7137,0.00034002
7138,0.00034002
7139,0.00034002
7140,0.00034002
7141,0.00034002
7142,0.00034002
7143,0.00034002
7144,0.00034002
7145,0.00034002
7146,0.00034002
7147,0.00034002
7148,0.00034002
7149,0.00034002
7150,0.00034002
7151,0.00034002
7152,0.00034002
7153,0.00034002
7154,0.00034002
7155,0.00034002
7156,0.00034002
7157,0.00034002
7158,0.00034002
7159,0.00034002
7160,0.00034002
7161,0.00034002
7162,0.00034002
7163,0.00034002
7164,0.00034002
7165,0.00034002
7166,0.00034002
7167,0.00034002
7168,0.00034002
7169,0.00034002
7170,0.00034002
7171,0.00034002
7172,0.00034002
7173,0.00034002
7174,0.00034002
7175,0.00034002
7176,0.00034002
7177,0.00034002
7178,0.00034002
7179,0.00034002
7180,0.00034002
7181,0.00034002
7182,0.00034002
7183,0.00034002
7184,0.00034002
7185,0.00034002
7186,0.00034002
7187,0.00034002
7188,0.00034002
7189,0.00034002
7190,0.00034002
7191,0.00034002
7192,0.00034002
7193,0.00034002
7194,0.00034002
7195,0.00034002
7196,0.00034002
7197,0.00034002
7198,0.00034002
7199,0.00034002
7200,0.00034002
7201,0.00034002
7202,0.00034002
7203,0.00034002
7204,0.00034002
7205,0.00034002
7206,0.00034002
7207,0.00034002
7208,0.00034002
7209,0.00034002
7210,0.00034002
7211,0.00034002
7212,0.00034002
7213,0.00034002
7214,0.00034002
7215,0.00034002
7216,0.00034002
7217,0.00034002
7218,0.00034002
7219,0.00034002
7220,0.00034002
7224,0.00034002
7225,0.00034002
7226,0.00034002
7227,0.00034002
7228,0.00034002
7229,0.00034002
7230,0.00034002
7231,0.00034002
7232,0.00034002
7233,0.00034002
7234,0.00034002
7235,0.00034002
7236,0.00034002
7237,0.00034002
7238,0.00034002
7239,0.00034002
7240,0.00034002
7241,0.00034002
7242,0.00034002
7243,0.00034002
7244,0.00034002
7245,0.00034002
7246,0.00034002
7247,0.00034002
7248,0.00034002
7249,0.00034002
7250,0.00034002
7251,0.00034002
7252,0.00034002
7253,0.00034002
7254,0.00034002
7255,0.00034002
7256,0.00034002
7263,0.00034002
7264,0.00034002
7265,0.00034002
7266,0.00034002
7267,0.00034002
7268,0.00034002
7269,0.00034002
7270,0.00034002
7271,0.00034002
7272,0.00034002
7273,0.00034002
7274,0.00034002
7275,0.00034002
7276,0.00034002
7277,0.00034002
7278,0.00034002
7279,0.00034002
7280,0.00034002
7281,0.00034002
7282,0.00034002
7283,0.00034002
7284,0.00034002
7285,0.00034002
7286,0.00034002
7287,0.00034002
7288,0.00034002
7289,0.00034002
7290,0.00034002
7291,0.00034002
7292,0.00034002
7293,0.00034002
7294,0.00034002
7295,0.00034002
7296,0.00034002
7297,0.00034002
7298,0.00034002
7299,0.00034002
7300,0.00034002
7301,0.00034002
7302,0.00034002
7303,0.00034002
7304,0.00034002
7305,0.00034002
7306,0.00034002
7307,0.00034002
7308,0.00034002
7309,0.00034002
7310,0.00034002
7311,0.00034002
7312,0.00034002
7313,0.00034002
7314,0.00034002
7315,0.00034002
7316,0.00034002
7317,0.00034002
7318,0.00034002
7319,0.00034002
7320,0.00034002
7321,0.00034002
7322,0.00034002
7323,0.00034002
7324,0.00034002
7325,0.00034002
7326,0.00034002
7327,0.00034002
7328,0.00034002
7329,0.00034002
7330,0.00034002
7331,0.00034002
7332,0.00034002
7333,0.00034002
7334,0.00034002
7335,0.00034002
7336,0.00034002
7413,0.00034002
7414,0.00034002
7415,0.00034002
7416,0.00034002
7417,0.00034002
7418,0.00034002
7419,0.00034002
7430,0.00034002
7431,0.00034002
7433,0.00034002
7434,0.00034002
7435,0.00034002
7436,0.00034002
7437,0.00034002
7438,0.00034002
7439,0.00034002
7440,0.00034002
7441,0.00034002
7442,0.00034002
7443,0.00034002
7444,0.00034002
7445,0.00034002
7446,0.00034002
7447,0.00034002
7452,0.00034002
7453,0.00034002
7454,0.00034002
7455,0.00034002
7456,0.00034002
7457,0.00034002
7539,0.00034002
7541,0.00034002
7542,0.00034002
7544,0.00034002
7547,0.00034002
7548,0.00034002
7549,0.00034002
7550,0.00034002
7551,0.00034002
7552,0.00034002
7553,0.00034002
7554,0.00034002
7557,0.00034002
7558,0.00034002
7559,0.00034002
7574,0.00034002
7575,0.00034002
7576,0.00034002
7577,0.00034002
7578,0.00034002
7579,0.00034002
7580,0.00034002
7581,0.00034002
7582,0.00034002
7583,0.00034002
7584,0.00034002
7585,0.00034002
7586,0.00034002
7587,0.00034002
7588,0.00034002
7589,0.00034002
7590,0.00034002
7591,0.00034002
7592,0.00034002
7593,0.00034002
7594,0.00034002
7595,0.00034002
7596,0.00034002
7597,0.00034002
7598,0.00034002
7599,0.00034002
7600,0.00034002
7601,0.00034002
7602,0.00034002
7603,0.00034002
7604,0.00034002
7605,0.00034002
7606,0.00034002
7607,0.00034002
7608,0.00034002
7609,0.00034002
7610,0.00034002
7611,0.00034002
7612,0.00034002
7613,0.00034002
7614,0.00034002
7616,0.00034002
7619,0.00034002
7620,0.00034002
7621,0.00034002
7622,0.00034002
7623,0.00034002
7624,0.00034002
7625,0.00034002
7626,0.00034002
7627,0.00034002
7628,0.00034002
7629,0.00034002
7630,0.00034002
7631,0.00034002
7632,0.00034002
7633,0.00034002
7634,0.00034002
7635,0.00034002
7636,0.00034002
7637,0.00034002
7638,0.00034002
7639,0.00034002
7640,0.00034002
7642,0.00034002
7643,0.00034002
7644,0.00034002
7646,0.00034002
7648,0.00034002
7649,0.00034002
7650,0.00034002
7651,0.00034002
7652,0.00034002
7654,0.00034002
7656,0.00034002
7657,0.00034002
7658,0.00034002
7659,0.00034002
7660,0.00034002
7661,0.00034002
7662,0.00034002
7663,0.00034002
7664,0.00034002
7665,0.00034002
7666,0.00034002
7668,0.00034002
7669,0.00034002
7670,0.00034002
7671,0.00034002
7673,0.00034002
7674,0.00034002
7675,0.00034002
7676,0.00034002
7677,0.00034002
7678,0.00034002
7679,0.00034002
7680,0.00034002
7681,0.00034002
7682,0.00034002
7683,0.00034002
7684,0.00034002
7685,0.00034002
7686,0.00034002
7687,0.00034002
7688,0.00034002
7689,0.00034002
7690,0.00034002
7691,0.00034002
7692,0.00034002
7693,0.00034002
7694,0.00034002
7695,0.00034002
7696,0.00034002
7697,0.00034002
7698,0.00034002
7699,0.00034002
7700,0.00034002
7701,0.00034002
7702,0.00034002
7703,0.00034002
7708,0.00034002
7709,0.00034002
7710,0.00034002
7711,0.00034002
7712,0.00034002
7713,0.00034002
7714,0.00034002
7715,0.00034002
7716,0.00034002
7717,0.00034002
7718,0.00034002
7719,0.00034002
7720,0.00034002
7721,0.00034002
7722,0.00034002
7724,0.00034002
7726,0.00034002
7729,0.00034002
7733,0.00034002
7734,0.00034002
7736,0.00034002
7737,0.00034002
7742,0.00034002
7744,0.00034002
7745,0.00034002
7746,0.00034002
7747,0.00034002
7751,0.00034002
7753,0.00034002
7755,0.00034002
7760,0.00034002
7761,0.00034002
7809,0.00034002
7810,0.00034002
7814,0.00034002
7841,0.00034002
7842,0.00034002
7843,0.00034002
7844,0.00034002
7845,0.00034002
7846,0.00034002
7847,0.00034002
7848,0.00034002
7849,0.00034002
7850,0.00034002
7851,0.00034002
7852,0.00034002
7853,0.00034002
7854,0.00034002
7855,0.00034002
7856,0.00034002
7857,0.00034002
7858,0.00034002
7859,0.00034002
7860,0.00034002
7889,0.00034002
7890,0.00034002
7891,0.00034002
7892,0.00034002
7893,0.00034002
7894,0.00034002
7895,0.00034002
7896,0.00034002
7897,0.00034002
7898,0.00034002
7899,0.00034002
7900,0.00034002
7901,0.00034002
7902,0.00034002
7903,0.00034002
7904,0.00034002
7905,0.00034002
7906,0.00034002
7907,0.00034002
7908,0.00034002
7909,0.00034002
7910,0.00034002
7911,0.00034002
7912,0.00034002
7913,0.00034002
7915,0.00034002
7916,0.00034002
7918,0.00034002
7919,0.00034002
7920,0.00034002
7921,0.00034002
7922,0.00034002
7923,0.00034002
7924,0.00034002
7925,0.00034002
7926,0.00034002
7927,0.00034002
7928,0.00034002
7929,0.00034002
7930,0.00034002
7931,0.00034002
7932,0.00034002
7933,0.00034002
7934,0.00034002
7935,0.00034002
7938,0.00034002
7939,0.00034002
7940,0.00034002
7941,0.00034002
7942,0.00034002
7943,0.00034002
7945,0.00034002
7946,0.00034002
7947,0.00034002
7948,0.00034002
7949,0.00034002
7950,0.00034002
7951,0.00034002
7952,0.00034002
7953,0.00034002
7954,0.00034002
7955,0.00034002
7956,0.00034002
7957,0.00034002
7958,0.00034002
7959,0.00034002
7960,0.00034002
7961,0.00034002
7962,0.00034002
7963,0.00034002
7964,0.00034002
7965,0.00034002
7966,0.00034002
7967,0.00034002
7968,0.00034002
7969,0.00034002
7970,0.00034002
7971,0.00034002
7972,0.00034002
7973,0.00034002
7974,0.00034002
7975,0.00034002
7976,0.00034002
7977,0.00034002
7978,0.00034002
7979,0.00034002
7980,0.00034002
7981,0.00034002
7982,0.00034002
7983,0.00034002
7984,0.00034002
7985,0.00034002
7986,0.00034002
7987,0.00034002
7988,0.00034002
8012,0.00034002
8022,0.00034002
8023,0.00034002
8024,0.00034002
8025,0.00034002
8026,0.00034002
8027,0.00034002
8028,0.00034002
8029,0.00034002
8030,0.00034002
8031,0.00034002
8032,0.00034002
8033,0.00034002
8034,0.00034002
8035,0.00034002
8036,0.00034002
8037,0.00034002
8038,0.00034002
8039,0.00034002
8040,0.00034002
8041,0.00034002
8042,0.00034002
8043,0.00034002
8044,0.00034002
8045,0.00034002
8046,0.00034002
8047,0.00034002
8048,0.00034002
8049,0.00034002
8050,0.00034002
8051,0.00034002
8093,0.00034002
8095,0.00034002
8096,0.00034002
8098,0.00034002
8448,0.00034002
8449,0.00034002
8450,0.00034002
8451,0.00034002
8452,0.00034002
8453,0.00034002
8454,0.00034002
8455,0.00034002
8456,0.00034002
8457,0.00034002
8458,0.00034002
8459,0.00034002
8460,0.00034002
8461,0.00034002
8462,0.00034002
8463,0.00034002
8464,0.00034002
8465,0.00034002
8466,0.00034002
8467,0.00034002
8468,0.00034002
8469,0.00034002
8470,0.00034002
8471,0.00034002
8472,0.00034002
8473,0.00034002
8474,0.00034002
8475,0.00034002
8476,0.00034002
8477,0.00034002
8478,0.00034002
8479,0.00034002
8480,0.00034002
8481,0.00034002
8482,0.00034002
8483,0.00034002
8484,0.00034002
8485,0.00034002
8486,0.00034002
8487,0.00034002
8488,0.00034002
8489,0.00034002
8490,0.00034002
8491,0.00034002
8492,0.00034002
8493,0.00034002
8494,0.00034002
8495,0.00034002
8496,0.00034002
8497,0.00034002
8498,0.00034002
8499,0.00034002
8500,0.00034002
8501,0.00034002
8502,0.00034002
8503,0.00034002
8504,0.00034002
8505,0.00034002
8506,0.00034002
8507,0.00034002
8508,0.00034002
8509,0.00034002
8510,0.00034002
8511,0.00034002
8512,0.00034002
8513,0.00034002
8514,0.00034002
8515,0.00034002
8516,0.00034002
8517,0.00034002
8518,0.00034002
8519,0.00034002
8520,0.00034002
8521,0.00034002
8522,0.00034002
8523,0.00034002
8524,0.00034002
8525,0.00034002
8526,0.00034002
8527,0.00034002
8528,0.00034002
8529,0.00034002
8530,0.00034002
8531,0.00034002
8532,0.00034002
8533,0.00034002
8534,0.00034002
8535,0.00034002
8536,0.00034002
8537,0.00034002
8538,0.00034002
8539,0.00034002
8540,0.00034002
8541,0.00034002
8542,0.00034002
8543,0.00034002
8544,0.00034002
8545,0.00034002
8546,0.00034002
8547,0.00034002
8548,0.00034002
8549,0.00034002
8550,0.00034002
8555,0.00034002
8556,0.00034002
8557,0.00034002
8558,0.00034002
8559,0.00034002
8560,0.00034002
8561,0.00034002
9701,0.00034002
10366,0.00034002
10367,0.00034002
10368,0.00034002
10369,0.00034002
10370,0.00034002
10371,0.00034002
10372,0.00034002
10373,0.00034002
11634,0.00034002
13305,0.00034002
13306,0.00034002
13973,0.00034002
13974,0.00034002
13984,0.00034002
13985,0.00034002
13999,0.00034002
14010,0.00034002
14011,0.00034002
14012,0.00034002
14013,0.00034002
14222,0.00034002
14244,0.00034002
14245,0.00034002
14247,0.00034002
