sim_time,reservation_time_trigger,user_requests,request_batch
0,0.0,0.0,0.01247
60,0.0,0.0,0.00594
120,0.0,0.0,0.00617
180,0.0,0.00015000000000000001,0.13614
240,0.0,0.0,0.0075
300,0.0,7e-05,0.10061
360,0.0,8e-05,0.37292
420,0.0,0.0,0.02448
480,0.0,0.0,0.01398
540,0.0,0.0,0.00603
600,0.0,0.0,0.00562
660,0.0,7e-05,0.07096
720,0.0,0.0,0.00718
780,0.0,0.0,0.00267
840,0.0,0.00015999999999999999,0.13185
900,0.0,9e-05,0.30175
960,0.0,8e-05,0.17593
1020,0.0,0.0,0.00713
1080,0.0,9e-05,0.33774
1140,0.0,5e-05,0.25839
1200,0.0,7e-05,0.24458
1260,0.0,0.0,0.00517
1320,0.0,5e-05,0.25604
1380,0.0,0.0,0.0242
1440,0.0,5e-05,0.06692
1500,0.0,0.00012,0.33111
1560,0.0,5e-05,0.07384
1620,0.0,9.999999999999999e-05,0.205
1680,0.0,0.00017,0.52985
1740,0.0,0.0,0.13101
1800,0.0,0.0,0.03408
1860,0.0,0.0,0.03625
1920,0.0,0.0,0.00373
1980,0.0,0.0,0.01808
2040,0.0,8e-05,0.16177
2100,0.0,5e-05,0.11247
2160,0.0,5e-05,0.09028
2220,0.0,0.0,0.02262
2280,0.0,6e-05,0.12746
2340,0.0,6e-05,0.07017
2400,0.0,5e-05,0.05641
2460,0.0,5e-05,0.13326
2520,0.0,6e-05,0.22088
2580,0.0,6e-05,0.07564
2640,0.0,0.0,0.00469
2700,0.0,5e-05,0.08632
2760,0.0,5e-05,0.0719
2820,0.0,0.0,0.01652
2880,0.0,9e-05,0.14578
2940,0.0,6e-05,0.0657
3000,0.0,5e-05,0.08969
3060,0.0,0.00012,0.26238
3120,0.0,0.0,0.01703
3180,0.0,0.0,0.01979
3240,0.0,0.0,0.00353
3300,0.0,6e-05,0.06733
3360,0.0,6e-05,0.08
3420,0.0,5e-05,0.08093
3480,0.0,0.0,0.02205
3540,0.0,0.0,0.0031
3600,0.0,8e-05,0.17055
3660,0.0,0.0,0.004
3720,0.0,7e-05,0.10283
3780,0.0,0.0,0.00987
3840,0.0,0.00012,0.22628
3900,0.0,0.0,0.02985
3960,0.0,0.0,0.0264
4020,0.0,0.0,0.00385
4080,0.0,0.0,0.00382
4140,0.0,0.0,0.00361
4200,0.0,0.0,0.00304
4260,0.0,6e-05,0.04506
4320,0.0,0.00015000000000000001,0.20787
4380,0.0,5e-05,0.20913
4440,0.0,8e-05,0.17375
4500,0.0,0.0,0.01438
4560,0.0,5e-05,0.0763
4620,0.0,0.00010999999999999999,0.1542
4680,0.0,8e-05,0.12052
4740,0.0,0.0,0.01488
4800,0.0,0.0,0.01667
4860,0.0,5e-05,0.1343
4920,0.0,9e-05,0.14087
4980,0.0,7.000000000000001e-05,0.10648
5040,0.0,0.0,0.00578
5100,0.0,5e-05,0.26921
5160,0.0,7e-05,0.10943
5220,0.0,5e-05,0.05733
5280,0.0,0.0,0.00396
5340,0.0,0.0,0.00436
5400,0.0,8e-05,0.07631
5460,0.0,0.00011,0.11636
5520,0.0,0.00015000000000000001,0.25953
5580,0.0,0.00025,0.19456
5640,0.0,0.0,0.00511
5700,0.0,9e-05,0.19871
5760,0.0,4e-05,0.05451
5820,0.0,0.0,0.03494
5880,0.0,0.0,0.07021
5940,0.0,0.0,0.0473
6000,0.0,0.0,0.00352
6060,0.0,8e-05,0.03593
6120,0.0,0.0,0.00353
6180,0.0,0.0,0.00345
6240,0.0,4e-05,0.04401
6300,0.0,0.0,0.00321
6360,0.0,0.0,0.00284
6420,0.0,0.00019,0.07484
6480,0.0,0.0,0.00364
6540,0.0,6e-05,0.02643
6600,0.0,0.0001,0.09041
6660,0.0,8e-05,0.22371
6720,0.0,0.0,0.07822
6780,0.0,0.0,0.00921
6840,0.0,0.00010999999999999999,0.15904
6900,0.0,8e-05,0.18035
6960,0.0,0.0,0.05049
7020,0.0,0.0,0.03785
7080,0.0,0.0,0.00592
7140,0.0,0.00023,0.06728
