operator_id,vehicle_id,vehicle_type,status,locked,start_time,end_time,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory
0,2,default_vehtype,route,False,180,338.4248866731174,2992;-1;-1,2966;-1;-1,1413.7091051984648,0.6917207594128889,0.6915793885023691,0.0,,0,,0,,,2992;2526;3895;5465;7450;4482;6930;7615;3488;4485;5469;2998;901;1083;1355;1961;1962;1033;1559;1958;2907;636;1954;1949;186;333;2164;695;694;1041;1623;1383;2333;2966,2992:180;2526:189.20224753494543;3895:190.46923153494544;5465:198.00115153494545;7450:198.98539153494545;4482:201.65212753494546;6930:202.96785553494547;7615:206.86420753494548;3488:208.18835953494548;4485:212.7430075349455;5469:213.10423153494548;2998:213.51268753494548;901:214.7582155349455;1083:217.5486475349455;1355:231.2379355349455;1961:232.22066353494552;1962:233.15954353494553;1033:234.36899953494552;1559:240.75309553494552;1958:248.10011953494552;2907:248.7237835349455;636:251.5389115349455;1954:252.1496155349455;1949:261.04975153494547;186:262.6158955349455;333:263.2556155349455;2164:263.8720075349455;695:268.5792955349455;694:271.7480155349455;1041:272.56694353494555;1623:276.9502006778027;1383:288.03562924923125;2333:328.18951496351696;2966:338.4248866731174
0,0,default_vehtype,boarding,True,360.0,390.0,2982;-1;-1,2982;-1;-1,0.0,0.7724415914984484,0.7724415914984484,0.0,,0,3,1,3,,,
0,2,default_vehtype,boarding,True,338.4248866731174,368.4248866731174,2966;-1;-1,2966;-1;-1,0.0,0.6915793885023691,0.6915793885023691,0.0,,0,0;1,2,0;1,,,
0,4,default_vehtype,boarding,True,360.0,390.0,2977;-1;-1,2977;-1;-1,0.0,0.8229470565333281,0.8229470565333281,0.0,,0,4,1,4,,,
0,4,default_vehtype,route,False,390.0,403.47694671413734,2977;-1;-1,2983;-1;-1,112.30788928447757,0.8229470565333281,0.8229358257443997,0.0,,0,4,1,,,2977;6202;7315;2983,2977:390;6202:393.8930921031118;7315:400.78841210311185;2983:403.47694671413734
0,4,default_vehtype,boarding,True,403.47694671413734,433.47694671413734,2983;-1;-1,2983;-1;-1,0.0,0.8229358257443997,0.8229358257443997,0,,0,4,1,,4,,
0,1,default_vehtype,route,False,300,514.9665146921598,2981;-1;-1,2970;-1;-1,1814.3740224346648,0.8575946831862098,0.8574132457839664,0.0,,0,,0,,,2981;6320;3549;6384;4032;1804;4277;5239;6501;3911;5389;7301;3914;5398;5400;4040;4041;5374;5418;5424;5403;6546;1200;7312;4332;799;3653;3825;7127;3766;3988;553;7132;7191;3566;4337;7134;6667;6711;1807;1653;6829;4349;4937;669;5061;7265;3848;534;2839;3560;2970,2981:300;6320:303.37311885414516;3549:309.0103588541452;6384:309.2721988541452;4032:312.49383885414517;1804:313.40975085414516;4277:314.99783085414515;5239:320.50247085414514;6501:326.46503085414514;3911:335.81987085414517;5389:336.88571085414515;7301:337.13963085414514;3914:338.3233108541451;5398:339.50015085414515;5400:340.82675085414513;4040:350.13155085414513;4041:353.07587085414514;5374:357.32843085414515;5418:358.36571085414516;5424:358.50899085414517;5403:359.6143108541452;6546:363.84119085414517;1200:368.4502708541452;7312:369.9440308541452;4332:370.75967085414516;799:371.94059085414517;3653:376.5368308541452;3825:377.7854308541452;7127:421.3455508541452;3766:422.2827508541452;3988:426.0183508541452;553:426.4766308541452;7132:436.35551085414517;7191:444.31271085414517;3566:446.14187085414517;4337:450.64007085414516;7134:451.74011085414514;6667:459.67223085414514;6711:475.53179085414513;1807:477.45899085414516;1653:483.26291085414516;6829:484.03583085414516;4349:484.58471085414516;4937:488.95427085414514;669:499.2616708541451;5061:505.0700308541451;7265:505.8532708541451;3848:506.8279108541451;534:510.8728708541451;2839:512.2315108541451;3560:513.3070708541451;2970:514.9665146921598
0,0,default_vehtype,route,False,390.0,548.1393886097674,2982;-1;-1,2980;-1;-1,1274.3900625592087,0.7724415914984484,0.7723141524921924,0.0,,0,3,1,,,2982;2809;4365;7288;1182;1001;6296;1434;3820;3877;2787;4993;6537;7281;2307;3549;6384;4032;1804;4811;5237;608;459;2416;4011;5246;363;366;2314;2877;1748;1743;1157;2058;2092;915;2980,2982:390;2809:395.7009673454251;4365:403.2820873454251;7288:404.4052873454251;1182:405.3222073454251;1001:410.6133673454251;6296:412.97268734542513;1434:418.9317673454251;3820:424.0404073454251;3877:425.94828734542506;2787:434.7408073454251;4993:435.7898473454251;6537:441.5896873454251;7281:447.4248073454251;2307:450.9435673454251;3549:456.5808073454251;6384:456.8426473454251;4032:460.0642873454251;1804:460.9801993454251;4811:462.6628393454251;5237:467.4033193454251;608:476.2693993454251;459:476.5991593454251;2416:478.8127993454251;4011:479.4769273454251;5246:485.4020953454251;363:492.3107833454251;366:493.7158633454251;2314:494.8607353454251;2877:508.0318393454251;1748:509.1503593454251;1743:516.9047593454251;1157:521.6439022025679;2058:527.4337307739964;2092:530.8228736311393;915:535.9410450597106;2980:548.1393886097674
0,0,default_vehtype,boarding,True,548.1393886097674,578.1393886097674,2980;-1;-1,2980;-1;-1,0.0,0.7723141524921924,0.7723141524921924,0.0,,0,3,1,,3,,
0,1,default_vehtype,boarding,True,514.9665146921598,544.9665146921598,2970;-1;-1,2970;-1;-1,0.0,0.8574132457839664,0.8574132457839664,0.0,,0,2,1,2,,,
