,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.6882429385452672,2981,7200.0
1,0,1,0.8533389780501225,2978,7230.0
2,0,2,0.9122575154174556,2984,7427.7462243475165
3,0,3,0.7613617105539728,2992,7312.503453490003
4,0,4,0.8196443894331933,2980,7200.0
5,0,5,0.9309060876873224,2978,7200.0
6,0,6,0.5394102499215526,2982,7450.310875618093
7,0,7,0.7701263365983133,2980,7200.0
8,0,8,0.8969396383082273,2980,7200.0
9,0,9,0.9592139969233946,2987,7303.083779447211
10,0,10,0.9420503611211752,2968,7349.923863685064
11,0,11,0.8869886919430934,2980,7200.0
